neighborhoodName,year,districtCode,districtName,neighborhoodCode,placeOfDestination,count
el Fort Pienc,2018,2,Eixample,5,Galicia,15
la Sagrada Família,2018,2,Eixample,6,Galicia,27
la Dreta de l'Eixample,2018,2,Eixample,7,Galicia,16
l'Antiga Esquerra de l'Eixample,2018,2,Eixample,8,Galicia,32
la Nova Esquerra de l'Eixample,2018,2,Eixample,9,Galicia,34
Sant Antoni,2018,2,Eixample,10,Galicia,27
el Poble Sec,2018,3,Sants-Montjuïc,11,Galicia,23
la Marina del Prat Vermell,2018,3,Sants-Montjuïc,12,Galicia,0
la Marina de Port,2018,3,Sants-Montjuïc,13,Galicia,14
la Font de la Guatlla,2018,3,Sants-Montjuïc,14,Galicia,11
Hostafrancs,2018,3,Sants-Montjuïc,15,Galicia,6
la Bordeta,2018,3,Sants-Montjuïc,16,Galicia,13
Sants - Badal,2018,3,Sants-Montjuïc,17,Galicia,16
Sants,2018,3,Sants-Montjuïc,18,Galicia,35
les Corts,2018,4,Les Corts,19,Galicia,11
la Maternitat i Sant Ramon,2018,4,Les Corts,20,Galicia,20
Pedralbes,2018,4,Les Corts,21,Galicia,8
"Vallvidrera, el Tibidabo i les Planes",2018,5,Sarrià-Sant Gervasi,22,Galicia,0
Sarrià,2018,5,Sarrià-Sant Gervasi,23,Galicia,4
les Tres Torres,2018,5,Sarrià-Sant Gervasi,24,Galicia,0
Sant Gervasi - la Bonanova,2018,5,Sarrià-Sant Gervasi,25,Galicia,6
Sant Gervasi - Galvany,2018,5,Sarrià-Sant Gervasi,26,Galicia,10
el Putxet i el Farró,2018,5,Sarrià-Sant Gervasi,27,Galicia,9
Vallcarca i els Penitents,2018,6,Gràcia,28,Galicia,4
el Coll,2018,6,Gràcia,29,Galicia,1
la Salut,2018,6,Gràcia,30,Galicia,9
la Vila de Gràcia,2018,6,Gràcia,31,Galicia,34
el Camp d'en Grassot i Gràcia Nova,2018,6,Gràcia,32,Galicia,12
el Baix Guinardó,2018,7,Horta-Guinardó,33,Galicia,12
Can Baró,2018,7,Horta-Guinardó,34,Galicia,5
el Guinardó,2018,7,Horta-Guinardó,35,Galicia,11
la Font d'en Fargues,2018,7,Horta-Guinardó,36,Galicia,1
el Carmel,2018,7,Horta-Guinardó,37,Galicia,11
la Teixonera,2018,7,Horta-Guinardó,38,Galicia,4
Sant Genís dels Agudells,2018,7,Horta-Guinardó,39,Galicia,7
Montbau,2018,7,Horta-Guinardó,40,Galicia,4
la Vall d'Hebron,2018,7,Horta-Guinardó,41,Galicia,0
la Clota,2018,7,Horta-Guinardó,42,Galicia,0
Horta,2018,7,Horta-Guinardó,43,Galicia,26
Vilapicina i la Torre Llobeta,2018,8,Nou Barris,44,Galicia,14
Porta,2018,8,Nou Barris,45,Galicia,18
el Turó de la Peira,2018,8,Nou Barris,46,Galicia,12
Can Peguera,2018,8,Nou Barris,47,Galicia,0
la Guineueta,2018,8,Nou Barris,48,Galicia,5
Canyelles,2018,8,Nou Barris,49,Galicia,4
les Roquetes,2018,8,Nou Barris,50,Galicia,8
Verdun,2018,8,Nou Barris,51,Galicia,3
la Prosperitat,2018,8,Nou Barris,52,Galicia,22
la Trinitat Nova,2018,8,Nou Barris,53,Galicia,2
Torre Baró,2018,8,Nou Barris,54,Galicia,0
Ciutat Meridiana,2018,8,Nou Barris,55,Galicia,5
Vallbona,2018,8,Nou Barris,56,Galicia,0
la Trinitat Vella,2018,9,Sant Andreu,57,Galicia,3
Baró de Viver,2018,9,Sant Andreu,58,Galicia,2
el Bon Pastor,2018,9,Sant Andreu,59,Galicia,3
Sant Andreu,2018,9,Sant Andreu,60,Galicia,19
la Sagrera,2018,9,Sant Andreu,61,Galicia,21
el Congrés i els Indians,2018,9,Sant Andreu,62,Galicia,5
Navas,2018,9,Sant Andreu,63,Galicia,10
el Camp de l'Arpa del Clot,2018,10,Sant Martí,64,Galicia,22
el Clot,2018,10,Sant Martí,65,Galicia,24
el Parc i la Llacuna del Poblenou,2018,10,Sant Martí,66,Galicia,4
la Vila Olímpica del Poblenou,2018,10,Sant Martí,67,Galicia,1
el Poblenou,2018,10,Sant Martí,68,Galicia,4
Diagonal Mar i el Front Marítim del Poblenou,2018,10,Sant Martí,69,Galicia,3
el Besòs i el Maresme,2018,10,Sant Martí,70,Galicia,18
Provençals del Poblenou,2018,10,Sant Martí,71,Galicia,13
Sant Martí de Provençals,2018,10,Sant Martí,72,Galicia,10
la Verneda i la Pau,2018,10,Sant Martí,73,Galicia,6
el Raval,2018,1,Ciutat Vella,1,Comunidad de Madrid,109
el Barri Gòtic,2018,1,Ciutat Vella,2,Comunidad de Madrid,54
la Barceloneta,2018,1,Ciutat Vella,3,Comunidad de Madrid,46
"Sant Pere, Santa Caterina i la Ribera",2018,1,Ciutat Vella,4,Comunidad de Madrid,63
el Fort Pienc,2018,2,Eixample,5,Comunidad de Madrid,108
la Sagrada Família,2018,2,Eixample,6,Comunidad de Madrid,116
la Dreta de l'Eixample,2018,2,Eixample,7,Comunidad de Madrid,130
l'Antiga Esquerra de l'Eixample,2018,2,Eixample,8,Comunidad de Madrid,162
la Nova Esquerra de l'Eixample,2018,2,Eixample,9,Comunidad de Madrid,149
Sant Antoni,2018,2,Eixample,10,Comunidad de Madrid,96
el Poble Sec,2018,3,Sants-Montjuïc,11,Comunidad de Madrid,80
la Marina del Prat Vermell,2018,3,Sants-Montjuïc,12,Comunidad de Madrid,0
la Marina de Port,2018,3,Sants-Montjuïc,13,Comunidad de Madrid,30
la Font de la Guatlla,2018,3,Sants-Montjuïc,14,Comunidad de Madrid,28
Hostafrancs,2018,3,Sants-Montjuïc,15,Comunidad de Madrid,53
la Bordeta,2018,3,Sants-Montjuïc,16,Comunidad de Madrid,11
Sants - Badal,2018,3,Sants-Montjuïc,17,Comunidad de Madrid,26
Sants,2018,3,Sants-Montjuïc,18,Comunidad de Madrid,76
les Corts,2018,4,Les Corts,19,Comunidad de Madrid,104
la Maternitat i Sant Ramon,2018,4,Les Corts,20,Comunidad de Madrid,67
Pedralbes,2018,4,Les Corts,21,Comunidad de Madrid,65
"Vallvidrera, el Tibidabo i les Planes",2018,5,Sarrià-Sant Gervasi,22,Comunidad de Madrid,6
Sarrià,2018,5,Sarrià-Sant Gervasi,23,Comunidad de Madrid,60
les Tres Torres,2018,5,Sarrià-Sant Gervasi,24,Comunidad de Madrid,83
Sant Gervasi - la Bonanova,2018,5,Sarrià-Sant Gervasi,25,Comunidad de Madrid,90
Sant Gervasi - Galvany,2018,5,Sarrià-Sant Gervasi,26,Comunidad de Madrid,128
el Putxet i el Farró,2018,5,Sarrià-Sant Gervasi,27,Comunidad de Madrid,76
Vallcarca i els Penitents,2018,6,Gràcia,28,Comunidad de Madrid,26
el Coll,2018,6,Gràcia,29,Comunidad de Madrid,11
la Salut,2018,6,Gràcia,30,Comunidad de Madrid,24
la Vila de Gràcia,2018,6,Gràcia,31,Comunidad de Madrid,118
el Camp d'en Grassot i Gràcia Nova,2018,6,Gràcia,32,Comunidad de Madrid,70
el Baix Guinardó,2018,7,Horta-Guinardó,33,Comunidad de Madrid,33
Can Baró,2018,7,Horta-Guinardó,34,Comunidad de Madrid,10
el Guinardó,2018,7,Horta-Guinardó,35,Comunidad de Madrid,54
la Font d'en Fargues,2018,7,Horta-Guinardó,36,Comunidad de Madrid,7
el Carmel,2018,7,Horta-Guinardó,37,Comunidad de Madrid,38
la Teixonera,2018,7,Horta-Guinardó,38,Comunidad de Madrid,14
Sant Genís dels Agudells,2018,7,Horta-Guinardó,39,Comunidad de Madrid,15
Montbau,2018,7,Horta-Guinardó,40,Comunidad de Madrid,5
la Vall d'Hebron,2018,7,Horta-Guinardó,41,Comunidad de Madrid,6
la Clota,2018,7,Horta-Guinardó,42,Comunidad de Madrid,0
Horta,2018,7,Horta-Guinardó,43,Comunidad de Madrid,38
Vilapicina i la Torre Llobeta,2018,8,Nou Barris,44,Comunidad de Madrid,21
Porta,2018,8,Nou Barris,45,Comunidad de Madrid,36
el Turó de la Peira,2018,8,Nou Barris,46,Comunidad de Madrid,14
Can Peguera,2018,8,Nou Barris,47,Comunidad de Madrid,0
la Guineueta,2018,8,Nou Barris,48,Comunidad de Madrid,10
Canyelles,2018,8,Nou Barris,49,Comunidad de Madrid,5
les Roquetes,2018,8,Nou Barris,50,Comunidad de Madrid,7
Verdun,2018,8,Nou Barris,51,Comunidad de Madrid,8
la Prosperitat,2018,8,Nou Barris,52,Comunidad de Madrid,27
la Trinitat Nova,2018,8,Nou Barris,53,Comunidad de Madrid,13
Torre Baró,2018,8,Nou Barris,54,Comunidad de Madrid,4
Ciutat Meridiana,2018,8,Nou Barris,55,Comunidad de Madrid,12
Vallbona,2018,8,Nou Barris,56,Comunidad de Madrid,2
la Trinitat Vella,2018,9,Sant Andreu,57,Comunidad de Madrid,11
Baró de Viver,2018,9,Sant Andreu,58,Comunidad de Madrid,2
el Bon Pastor,2018,9,Sant Andreu,59,Comunidad de Madrid,14
Sant Andreu,2018,9,Sant Andreu,60,Comunidad de Madrid,53
la Sagrera,2018,9,Sant Andreu,61,Comunidad de Madrid,53
el Congrés i els Indians,2018,9,Sant Andreu,62,Comunidad de Madrid,22
Navas,2018,9,Sant Andreu,63,Comunidad de Madrid,31
el Camp de l'Arpa del Clot,2018,10,Sant Martí,64,Comunidad de Madrid,60
el Clot,2018,10,Sant Martí,65,Comunidad de Madrid,36
el Parc i la Llacuna del Poblenou,2018,10,Sant Martí,66,Comunidad de Madrid,25
la Vila Olímpica del Poblenou,2018,10,Sant Martí,67,Comunidad de Madrid,26
el Poblenou,2018,10,Sant Martí,68,Comunidad de Madrid,63
Diagonal Mar i el Front Marítim del Poblenou,2018,10,Sant Martí,69,Comunidad de Madrid,28
el Besòs i el Maresme,2018,10,Sant Martí,70,Comunidad de Madrid,20
Provençals del Poblenou,2018,10,Sant Martí,71,Comunidad de Madrid,37
Sant Martí de Provençals,2018,10,Sant Martí,72,Comunidad de Madrid,41
la Verneda i la Pau,2018,10,Sant Martí,73,Comunidad de Madrid,26
el Raval,2018,1,Ciutat Vella,1,Región de Murcia,13
el Barri Gòtic,2018,1,Ciutat Vella,2,Región de Murcia,8
la Barceloneta,2018,1,Ciutat Vella,3,Región de Murcia,2
"Sant Pere, Santa Caterina i la Ribera",2018,1,Ciutat Vella,4,Región de Murcia,5
el Fort Pienc,2018,2,Eixample,5,Región de Murcia,9
la Sagrada Família,2018,2,Eixample,6,Región de Murcia,10
la Dreta de l'Eixample,2018,2,Eixample,7,Región de Murcia,5
l'Antiga Esquerra de l'Eixample,2018,2,Eixample,8,Región de Murcia,6
la Nova Esquerra de l'Eixample,2018,2,Eixample,9,Región de Murcia,11
Sant Antoni,2018,2,Eixample,10,Región de Murcia,9
el Poble Sec,2018,3,Sants-Montjuïc,11,Región de Murcia,8
la Marina del Prat Vermell,2018,3,Sants-Montjuïc,12,Región de Murcia,0
la Marina de Port,2018,3,Sants-Montjuïc,13,Región de Murcia,8
la Font de la Guatlla,2018,3,Sants-Montjuïc,14,Región de Murcia,4
Hostafrancs,2018,3,Sants-Montjuïc,15,Región de Murcia,4
la Bordeta,2018,3,Sants-Montjuïc,16,Región de Murcia,2
Sants - Badal,2018,3,Sants-Montjuïc,17,Región de Murcia,8
Sants,2018,3,Sants-Montjuïc,18,Región de Murcia,19
les Corts,2018,4,Les Corts,19,Región de Murcia,8
la Maternitat i Sant Ramon,2018,4,Les Corts,20,Región de Murcia,8
Pedralbes,2018,4,Les Corts,21,Región de Murcia,1
"Vallvidrera, el Tibidabo i les Planes",2018,5,Sarrià-Sant Gervasi,22,Región de Murcia,0
Sarrià,2018,5,Sarrià-Sant Gervasi,23,Región de Murcia,2
les Tres Torres,2018,5,Sarrià-Sant Gervasi,24,Región de Murcia,1
Sant Gervasi - la Bonanova,2018,5,Sarrià-Sant Gervasi,25,Región de Murcia,1
Sant Gervasi - Galvany,2018,5,Sarrià-Sant Gervasi,26,Región de Murcia,1
el Putxet i el Farró,2018,5,Sarrià-Sant Gervasi,27,Región de Murcia,5
Vallcarca i els Penitents,2018,6,Gràcia,28,Región de Murcia,2
el Coll,2018,6,Gràcia,29,Región de Murcia,0
la Salut,2018,6,Gràcia,30,Región de Murcia,3
la Vila de Gràcia,2018,6,Gràcia,31,Región de Murcia,4
el Camp d'en Grassot i Gràcia Nova,2018,6,Gràcia,32,Región de Murcia,4
el Baix Guinardó,2018,7,Horta-Guinardó,33,Región de Murcia,7
Can Baró,2018,7,Horta-Guinardó,34,Región de Murcia,1
el Guinardó,2018,7,Horta-Guinardó,35,Región de Murcia,4
la Font d'en Fargues,2018,7,Horta-Guinardó,36,Región de Murcia,2
el Carmel,2018,7,Horta-Guinardó,37,Región de Murcia,3
la Teixonera,2018,7,Horta-Guinardó,38,Región de Murcia,5
Sant Genís dels Agudells,2018,7,Horta-Guinardó,39,Región de Murcia,3
Montbau,2018,7,Horta-Guinardó,40,Región de Murcia,5
la Vall d'Hebron,2018,7,Horta-Guinardó,41,Región de Murcia,3
la Clota,2018,7,Horta-Guinardó,42,Región de Murcia,0
Horta,2018,7,Horta-Guinardó,43,Región de Murcia,9
Vilapicina i la Torre Llobeta,2018,8,Nou Barris,44,Región de Murcia,3
Porta,2018,8,Nou Barris,45,Región de Murcia,18
el Turó de la Peira,2018,8,Nou Barris,46,Región de Murcia,2
Can Peguera,2018,8,Nou Barris,47,Región de Murcia,1
la Guineueta,2018,8,Nou Barris,48,Región de Murcia,0
Canyelles,2018,8,Nou Barris,49,Región de Murcia,0
les Roquetes,2018,8,Nou Barris,50,Región de Murcia,0
Verdun,2018,8,Nou Barris,51,Región de Murcia,1
la Prosperitat,2018,8,Nou Barris,52,Región de Murcia,10
la Trinitat Nova,2018,8,Nou Barris,53,Región de Murcia,3
Torre Baró,2018,8,Nou Barris,54,Región de Murcia,6
Ciutat Meridiana,2018,8,Nou Barris,55,Región de Murcia,1
Vallbona,2018,8,Nou Barris,56,Región de Murcia,0
la Trinitat Vella,2018,9,Sant Andreu,57,Región de Murcia,3
Baró de Viver,2018,9,Sant Andreu,58,Región de Murcia,0
el Bon Pastor,2018,9,Sant Andreu,59,Región de Murcia,1
Sant Andreu,2018,9,Sant Andreu,60,Región de Murcia,7
la Sagrera,2018,9,Sant Andreu,61,Región de Murcia,8
el Congrés i els Indians,2018,9,Sant Andreu,62,Región de Murcia,1
Navas,2018,9,Sant Andreu,63,Región de Murcia,0
el Camp de l'Arpa del Clot,2018,10,Sant Martí,64,Región de Murcia,5
el Clot,2018,10,Sant Martí,65,Región de Murcia,6
el Parc i la Llacuna del Poblenou,2018,10,Sant Martí,66,Región de Murcia,2
la Vila Olímpica del Poblenou,2018,10,Sant Martí,67,Región de Murcia,1
el Poblenou,2018,10,Sant Martí,68,Región de Murcia,1
Diagonal Mar i el Front Marítim del Poblenou,2018,10,Sant Martí,69,Región de Murcia,3
el Besòs i el Maresme,2018,10,Sant Martí,70,Región de Murcia,5
Provençals del Poblenou,2018,10,Sant Martí,71,Región de Murcia,0
Sant Martí de Provençals,2018,10,Sant Martí,72,Región de Murcia,7
la Verneda i la Pau,2018,10,Sant Martí,73,Región de Murcia,2
el Raval,2018,1,Ciutat Vella,1,Comunidad Foral de Navarra,7
el Barri Gòtic,2018,1,Ciutat Vella,2,Comunidad Foral de Navarra,2
la Barceloneta,2018,1,Ciutat Vella,3,Comunidad Foral de Navarra,0
"Sant Pere, Santa Caterina i la Ribera",2018,1,Ciutat Vella,4,Comunidad Foral de Navarra,5
el Fort Pienc,2018,2,Eixample,5,Comunidad Foral de Navarra,3
la Sagrada Família,2018,2,Eixample,6,Comunidad Foral de Navarra,9
la Dreta de l'Eixample,2018,2,Eixample,7,Comunidad Foral de Navarra,3
l'Antiga Esquerra de l'Eixample,2018,2,Eixample,8,Comunidad Foral de Navarra,9
la Nova Esquerra de l'Eixample,2018,2,Eixample,9,Comunidad Foral de Navarra,10
Sant Antoni,2018,2,Eixample,10,Comunidad Foral de Navarra,10
el Poble Sec,2018,3,Sants-Montjuïc,11,Comunidad Foral de Navarra,6
la Marina del Prat Vermell,2018,3,Sants-Montjuïc,12,Comunidad Foral de Navarra,0
la Marina de Port,2018,3,Sants-Montjuïc,13,Comunidad Foral de Navarra,3
la Font de la Guatlla,2018,3,Sants-Montjuïc,14,Comunidad Foral de Navarra,1
Hostafrancs,2018,3,Sants-Montjuïc,15,Comunidad Foral de Navarra,5
la Bordeta,2018,3,Sants-Montjuïc,16,Comunidad Foral de Navarra,4
Sants - Badal,2018,3,Sants-Montjuïc,17,Comunidad Foral de Navarra,2
Sants,2018,3,Sants-Montjuïc,18,Comunidad Foral de Navarra,17
les Corts,2018,4,Les Corts,19,Comunidad Foral de Navarra,7
la Maternitat i Sant Ramon,2018,4,Les Corts,20,Comunidad Foral de Navarra,4
Pedralbes,2018,4,Les Corts,21,Comunidad Foral de Navarra,1
"Vallvidrera, el Tibidabo i les Planes",2018,5,Sarrià-Sant Gervasi,22,Comunidad Foral de Navarra,0
Sarrià,2018,5,Sarrià-Sant Gervasi,23,Comunidad Foral de Navarra,3
les Tres Torres,2018,5,Sarrià-Sant Gervasi,24,Comunidad Foral de Navarra,0
Sant Gervasi - la Bonanova,2018,5,Sarrià-Sant Gervasi,25,Comunidad Foral de Navarra,4
Sant Gervasi - Galvany,2018,5,Sarrià-Sant Gervasi,26,Comunidad Foral de Navarra,6
el Putxet i el Farró,2018,5,Sarrià-Sant Gervasi,27,Comunidad Foral de Navarra,5
Vallcarca i els Penitents,2018,6,Gràcia,28,Comunidad Foral de Navarra,2
el Coll,2018,6,Gràcia,29,Comunidad Foral de Navarra,0
la Salut,2018,6,Gràcia,30,Comunidad Foral de Navarra,4
la Vila de Gràcia,2018,6,Gràcia,31,Comunidad Foral de Navarra,4
el Camp d'en Grassot i Gràcia Nova,2018,6,Gràcia,32,Comunidad Foral de Navarra,6
el Baix Guinardó,2018,7,Horta-Guinardó,33,Comunidad Foral de Navarra,4
Can Baró,2018,7,Horta-Guinardó,34,Comunidad Foral de Navarra,1
el Guinardó,2018,7,Horta-Guinardó,35,Comunidad Foral de Navarra,10
la Font d'en Fargues,2018,7,Horta-Guinardó,36,Comunidad Foral de Navarra,1
el Carmel,2018,7,Horta-Guinardó,37,Comunidad Foral de Navarra,3
la Teixonera,2018,7,Horta-Guinardó,38,Comunidad Foral de Navarra,1
Sant Genís dels Agudells,2018,7,Horta-Guinardó,39,Comunidad Foral de Navarra,2
Montbau,2018,7,Horta-Guinardó,40,Comunidad Foral de Navarra,1
la Vall d'Hebron,2018,7,Horta-Guinardó,41,Comunidad Foral de Navarra,1
la Clota,2018,7,Horta-Guinardó,42,Comunidad Foral de Navarra,0
Horta,2018,7,Horta-Guinardó,43,Comunidad Foral de Navarra,17
Vilapicina i la Torre Llobeta,2018,8,Nou Barris,44,Comunidad Foral de Navarra,5
Porta,2018,8,Nou Barris,45,Comunidad Foral de Navarra,1
el Turó de la Peira,2018,8,Nou Barris,46,Comunidad Foral de Navarra,1
Can Peguera,2018,8,Nou Barris,47,Comunidad Foral de Navarra,0
la Guineueta,2018,8,Nou Barris,48,Comunidad Foral de Navarra,0
Canyelles,2018,8,Nou Barris,49,Comunidad Foral de Navarra,1
les Roquetes,2018,8,Nou Barris,50,Comunidad Foral de Navarra,0
Verdun,2018,8,Nou Barris,51,Comunidad Foral de Navarra,3
la Prosperitat,2018,8,Nou Barris,52,Comunidad Foral de Navarra,1
la Trinitat Nova,2018,8,Nou Barris,53,Comunidad Foral de Navarra,3
Torre Baró,2018,8,Nou Barris,54,Comunidad Foral de Navarra,0
Ciutat Meridiana,2018,8,Nou Barris,55,Comunidad Foral de Navarra,0
Vallbona,2018,8,Nou Barris,56,Comunidad Foral de Navarra,0
la Trinitat Vella,2018,9,Sant Andreu,57,Comunidad Foral de Navarra,5
Baró de Viver,2018,9,Sant Andreu,58,Comunidad Foral de Navarra,0
el Bon Pastor,2018,9,Sant Andreu,59,Comunidad Foral de Navarra,7
Sant Andreu,2018,9,Sant Andreu,60,Comunidad Foral de Navarra,7
la Sagrera,2018,9,Sant Andreu,61,Comunidad Foral de Navarra,1
el Congrés i els Indians,2018,9,Sant Andreu,62,Comunidad Foral de Navarra,0
Navas,2018,9,Sant Andreu,63,Comunidad Foral de Navarra,1
el Camp de l'Arpa del Clot,2018,10,Sant Martí,64,Comunidad Foral de Navarra,5
el Clot,2018,10,Sant Martí,65,Comunidad Foral de Navarra,4
el Parc i la Llacuna del Poblenou,2018,10,Sant Martí,66,Comunidad Foral de Navarra,1
la Vila Olímpica del Poblenou,2018,10,Sant Martí,67,Comunidad Foral de Navarra,0
el Poblenou,2018,10,Sant Martí,68,Comunidad Foral de Navarra,7
Diagonal Mar i el Front Marítim del Poblenou,2018,10,Sant Martí,69,Comunidad Foral de Navarra,3
el Besòs i el Maresme,2018,10,Sant Martí,70,Comunidad Foral de Navarra,9
Provençals del Poblenou,2018,10,Sant Martí,71,Comunidad Foral de Navarra,0
Sant Martí de Provençals,2018,10,Sant Martí,72,Comunidad Foral de Navarra,5
la Verneda i la Pau,2018,10,Sant Martí,73,Comunidad Foral de Navarra,2
el Raval,2018,1,Ciutat Vella,1,País Vasco,28
el Barri Gòtic,2018,1,Ciutat Vella,2,País Vasco,8
la Barceloneta,2018,1,Ciutat Vella,3,País Vasco,5
"Sant Pere, Santa Caterina i la Ribera",2018,1,Ciutat Vella,4,País Vasco,16
el Fort Pienc,2018,2,Eixample,5,País Vasco,20
la Sagrada Família,2018,2,Eixample,6,País Vasco,18
la Dreta de l'Eixample,2018,2,Eixample,7,País Vasco,13
l'Antiga Esquerra de l'Eixample,2018,2,Eixample,8,País Vasco,20
la Nova Esquerra de l'Eixample,2018,2,Eixample,9,País Vasco,31
Sant Antoni,2018,2,Eixample,10,País Vasco,7
el Poble Sec,2018,3,Sants-Montjuïc,11,País Vasco,18
la Marina del Prat Vermell,2018,3,Sants-Montjuïc,12,País Vasco,0
la Marina de Port,2018,3,Sants-Montjuïc,13,País Vasco,4
la Font de la Guatlla,2018,3,Sants-Montjuïc,14,País Vasco,1
Hostafrancs,2018,3,Sants-Montjuïc,15,País Vasco,13
la Bordeta,2018,3,Sants-Montjuïc,16,País Vasco,6
Sants - Badal,2018,3,Sants-Montjuïc,17,País Vasco,8
Sants,2018,3,Sants-Montjuïc,18,País Vasco,27
les Corts,2018,4,Les Corts,19,País Vasco,18
la Maternitat i Sant Ramon,2018,4,Les Corts,20,País Vasco,6
Pedralbes,2018,4,Les Corts,21,País Vasco,2
"Vallvidrera, el Tibidabo i les Planes",2018,5,Sarrià-Sant Gervasi,22,País Vasco,1
Sarrià,2018,5,Sarrià-Sant Gervasi,23,País Vasco,3
les Tres Torres,2018,5,Sarrià-Sant Gervasi,24,País Vasco,0
Sant Gervasi - la Bonanova,2018,5,Sarrià-Sant Gervasi,25,País Vasco,5
Sant Gervasi - Galvany,2018,5,Sarrià-Sant Gervasi,26,País Vasco,22
el Putxet i el Farró,2018,5,Sarrià-Sant Gervasi,27,País Vasco,5
Vallcarca i els Penitents,2018,6,Gràcia,28,País Vasco,5
el Coll,2018,6,Gràcia,29,País Vasco,1
la Salut,2018,6,Gràcia,30,País Vasco,3
la Vila de Gràcia,2018,6,Gràcia,31,País Vasco,33
el Camp d'en Grassot i Gràcia Nova,2018,6,Gràcia,32,País Vasco,8
el Baix Guinardó,2018,7,Horta-Guinardó,33,País Vasco,11
Can Baró,2018,7,Horta-Guinardó,34,País Vasco,4
el Guinardó,2018,7,Horta-Guinardó,35,País Vasco,14
la Font d'en Fargues,2018,7,Horta-Guinardó,36,País Vasco,2
el Carmel,2018,7,Horta-Guinardó,37,País Vasco,9
la Teixonera,2018,7,Horta-Guinardó,38,País Vasco,3
Sant Genís dels Agudells,2018,7,Horta-Guinardó,39,País Vasco,1
Montbau,2018,7,Horta-Guinardó,40,País Vasco,2
la Vall d'Hebron,2018,7,Horta-Guinardó,41,País Vasco,0
la Clota,2018,7,Horta-Guinardó,42,País Vasco,0
Horta,2018,7,Horta-Guinardó,43,País Vasco,9
Vilapicina i la Torre Llobeta,2018,8,Nou Barris,44,País Vasco,6
Porta,2018,8,Nou Barris,45,País Vasco,11
el Turó de la Peira,2018,8,Nou Barris,46,País Vasco,1
Can Peguera,2018,8,Nou Barris,47,País Vasco,0
la Guineueta,2018,8,Nou Barris,48,País Vasco,3
Canyelles,2018,8,Nou Barris,49,País Vasco,2
les Roquetes,2018,8,Nou Barris,50,País Vasco,5
Verdun,2018,8,Nou Barris,51,País Vasco,1
la Prosperitat,2018,8,Nou Barris,52,País Vasco,3
la Trinitat Nova,2018,8,Nou Barris,53,País Vasco,0
Torre Baró,2018,8,Nou Barris,54,País Vasco,1
Ciutat Meridiana,2018,8,Nou Barris,55,País Vasco,8
Vallbona,2018,8,Nou Barris,56,País Vasco,0
la Trinitat Vella,2018,9,Sant Andreu,57,País Vasco,4
Baró de Viver,2018,9,Sant Andreu,58,País Vasco,0
el Bon Pastor,2018,9,Sant Andreu,59,País Vasco,1
Sant Andreu,2018,9,Sant Andreu,60,País Vasco,21
la Sagrera,2018,9,Sant Andreu,61,País Vasco,12
el Congrés i els Indians,2018,9,Sant Andreu,62,País Vasco,2
Navas,2018,9,Sant Andreu,63,País Vasco,8
el Camp de l'Arpa del Clot,2018,10,Sant Martí,64,País Vasco,2
el Clot,2018,10,Sant Martí,65,País Vasco,8
el Parc i la Llacuna del Poblenou,2018,10,Sant Martí,66,País Vasco,3
la Vila Olímpica del Poblenou,2018,10,Sant Martí,67,País Vasco,1
el Poblenou,2018,10,Sant Martí,68,País Vasco,10
Diagonal Mar i el Front Marítim del Poblenou,2018,10,Sant Martí,69,País Vasco,6
el Besòs i el Maresme,2018,10,Sant Martí,70,País Vasco,10
Provençals del Poblenou,2018,10,Sant Martí,71,País Vasco,2
Sant Martí de Provençals,2018,10,Sant Martí,72,País Vasco,5
la Verneda i la Pau,2018,10,Sant Martí,73,País Vasco,7
el Raval,2018,1,Ciutat Vella,1,La Rioja,1
el Barri Gòtic,2018,1,Ciutat Vella,2,La Rioja,2
la Barceloneta,2018,1,Ciutat Vella,3,La Rioja,0
"Sant Pere, Santa Caterina i la Ribera",2018,1,Ciutat Vella,4,La Rioja,0
el Fort Pienc,2018,2,Eixample,5,La Rioja,0
la Sagrada Família,2018,2,Eixample,6,La Rioja,0
la Dreta de l'Eixample,2018,2,Eixample,7,La Rioja,1
l'Antiga Esquerra de l'Eixample,2018,2,Eixample,8,La Rioja,2
la Nova Esquerra de l'Eixample,2018,2,Eixample,9,La Rioja,1
Sant Antoni,2018,2,Eixample,10,La Rioja,5
el Poble Sec,2018,3,Sants-Montjuïc,11,La Rioja,7
la Marina del Prat Vermell,2018,3,Sants-Montjuïc,12,La Rioja,0
la Marina de Port,2018,3,Sants-Montjuïc,13,La Rioja,1
la Font de la Guatlla,2018,3,Sants-Montjuïc,14,La Rioja,0
Hostafrancs,2018,3,Sants-Montjuïc,15,La Rioja,1
la Bordeta,2018,3,Sants-Montjuïc,16,La Rioja,2
Sants - Badal,2018,3,Sants-Montjuïc,17,La Rioja,0
Sants,2018,3,Sants-Montjuïc,18,La Rioja,5
les Corts,2018,4,Les Corts,19,La Rioja,3
la Maternitat i Sant Ramon,2018,4,Les Corts,20,La Rioja,0
Pedralbes,2018,4,Les Corts,21,La Rioja,2
"Vallvidrera, el Tibidabo i les Planes",2018,5,Sarrià-Sant Gervasi,22,La Rioja,0
Sarrià,2018,5,Sarrià-Sant Gervasi,23,La Rioja,4
les Tres Torres,2018,5,Sarrià-Sant Gervasi,24,La Rioja,0
Sant Gervasi - la Bonanova,2018,5,Sarrià-Sant Gervasi,25,La Rioja,0
