neighborhoodName,year,districtCode,districtName,neighborhoodCode,placeOfDestination,count
Montbau,2015,7,Horta-Guinardó,40,Cantabria,0
la Vall d'Hebron,2015,7,Horta-Guinardó,41,Cantabria,0
la Clota,2015,7,Horta-Guinardó,42,Cantabria,0
Horta,2015,7,Horta-Guinardó,43,Cantabria,2
Vilapicina i la Torre Llobeta,2015,8,Nou Barris,44,Cantabria,0
Porta,2015,8,Nou Barris,45,Cantabria,1
el Turó de la Peira,2015,8,Nou Barris,46,Cantabria,0
Can Peguera,2015,8,Nou Barris,47,Cantabria,0
la Guineueta,2015,8,Nou Barris,48,Cantabria,2
Canyelles,2015,8,Nou Barris,49,Cantabria,0
les Roquetes,2015,8,Nou Barris,50,Cantabria,0
Verdun,2015,8,Nou Barris,51,Cantabria,4
la Prosperitat,2015,8,Nou Barris,52,Cantabria,0
la Trinitat Nova,2015,8,Nou Barris,53,Cantabria,0
Torre Baró,2015,8,Nou Barris,54,Cantabria,0
Ciutat Meridiana,2015,8,Nou Barris,55,Cantabria,2
Vallbona,2015,8,Nou Barris,56,Cantabria,0
la Trinitat Vella,2015,9,Sant Andreu,57,Cantabria,1
Baró de Viver,2015,9,Sant Andreu,58,Cantabria,0
el Bon Pastor,2015,9,Sant Andreu,59,Cantabria,0
Sant Andreu,2015,9,Sant Andreu,60,Cantabria,2
la Sagrera,2015,9,Sant Andreu,61,Cantabria,10
el Congrés i els Indians,2015,9,Sant Andreu,62,Cantabria,1
Navas,2015,9,Sant Andreu,63,Cantabria,2
el Camp de l'Arpa del Clot,2015,10,Sant Martí,64,Cantabria,2
el Clot,2015,10,Sant Martí,65,Cantabria,2
el Parc i la Llacuna del Poblenou,2015,10,Sant Martí,66,Cantabria,2
la Vila Olímpica del Poblenou,2015,10,Sant Martí,67,Cantabria,2
el Poblenou,2015,10,Sant Martí,68,Cantabria,1
Diagonal Mar i el Front Marítim del Poblenou,2015,10,Sant Martí,69,Cantabria,5
el Besòs i el Maresme,2015,10,Sant Martí,70,Cantabria,1
Provençals del Poblenou,2015,10,Sant Martí,71,Cantabria,1
Sant Martí de Provençals,2015,10,Sant Martí,72,Cantabria,0
la Verneda i la Pau,2015,10,Sant Martí,73,Cantabria,4
el Raval,2015,1,Ciutat Vella,1,Castilla y León,15
el Barri Gòtic,2015,1,Ciutat Vella,2,Castilla y León,11
la Barceloneta,2015,1,Ciutat Vella,3,Castilla y León,6
"Sant Pere, Santa Caterina i la Ribera",2015,1,Ciutat Vella,4,Castilla y León,9
el Fort Pienc,2015,2,Eixample,5,Castilla y León,15
la Sagrada Família,2015,2,Eixample,6,Castilla y León,17
la Dreta de l'Eixample,2015,2,Eixample,7,Castilla y León,24
l'Antiga Esquerra de l'Eixample,2015,2,Eixample,8,Castilla y León,11
la Nova Esquerra de l'Eixample,2015,2,Eixample,9,Castilla y León,15
Sant Antoni,2015,2,Eixample,10,Castilla y León,3
el Poble Sec,2015,3,Sants-Montjuïc,11,Castilla y León,19
la Marina del Prat Vermell,2015,3,Sants-Montjuïc,12,Castilla y León,0
la Marina de Port,2015,3,Sants-Montjuïc,13,Castilla y León,15
la Font de la Guatlla,2015,3,Sants-Montjuïc,14,Castilla y León,4
Hostafrancs,2015,3,Sants-Montjuïc,15,Castilla y León,5
la Bordeta,2015,3,Sants-Montjuïc,16,Castilla y León,8
Sants - Badal,2015,3,Sants-Montjuïc,17,Castilla y León,21
Sants,2015,3,Sants-Montjuïc,18,Castilla y León,22
les Corts,2015,4,Les Corts,19,Castilla y León,13
la Maternitat i Sant Ramon,2015,4,Les Corts,20,Castilla y León,12
Pedralbes,2015,4,Les Corts,21,Castilla y León,6
"Vallvidrera, el Tibidabo i les Planes",2015,5,Sarrià-Sant Gervasi,22,Castilla y León,3
Sarrià,2015,5,Sarrià-Sant Gervasi,23,Castilla y León,5
les Tres Torres,2015,5,Sarrià-Sant Gervasi,24,Castilla y León,0
Sant Gervasi - la Bonanova,2015,5,Sarrià-Sant Gervasi,25,Castilla y León,1
Sant Gervasi - Galvany,2015,5,Sarrià-Sant Gervasi,26,Castilla y León,12
el Putxet i el Farró,2015,5,Sarrià-Sant Gervasi,27,Castilla y León,6
Vallcarca i els Penitents,2015,6,Gràcia,28,Castilla y León,3
el Coll,2015,6,Gràcia,29,Castilla y León,7
la Salut,2015,6,Gràcia,30,Castilla y León,2
la Vila de Gràcia,2015,6,Gràcia,31,Castilla y León,26
el Camp d'en Grassot i Gràcia Nova,2015,6,Gràcia,32,Castilla y León,6
el Baix Guinardó,2015,7,Horta-Guinardó,33,Castilla y León,6
Can Baró,2015,7,Horta-Guinardó,34,Castilla y León,1
el Guinardó,2015,7,Horta-Guinardó,35,Castilla y León,20
la Font d'en Fargues,2015,7,Horta-Guinardó,36,Castilla y León,0
el Carmel,2015,7,Horta-Guinardó,37,Castilla y León,13
la Teixonera,2015,7,Horta-Guinardó,38,Castilla y León,4
Sant Genís dels Agudells,2015,7,Horta-Guinardó,39,Castilla y León,4
Montbau,2015,7,Horta-Guinardó,40,Castilla y León,2
la Vall d'Hebron,2015,7,Horta-Guinardó,41,Castilla y León,3
la Clota,2015,7,Horta-Guinardó,42,Castilla y León,0
Horta,2015,7,Horta-Guinardó,43,Castilla y León,5
Vilapicina i la Torre Llobeta,2015,8,Nou Barris,44,Castilla y León,10
Porta,2015,8,Nou Barris,45,Castilla y León,9
el Turó de la Peira,2015,8,Nou Barris,46,Castilla y León,4
Can Peguera,2015,8,Nou Barris,47,Castilla y León,0
la Guineueta,2015,8,Nou Barris,48,Castilla y León,9
Canyelles,2015,8,Nou Barris,49,Castilla y León,1
les Roquetes,2015,8,Nou Barris,50,Castilla y León,5
Verdun,2015,8,Nou Barris,51,Castilla y León,4
la Prosperitat,2015,8,Nou Barris,52,Castilla y León,9
la Trinitat Nova,2015,8,Nou Barris,53,Castilla y León,2
Torre Baró,2015,8,Nou Barris,54,Castilla y León,1
Ciutat Meridiana,2015,8,Nou Barris,55,Castilla y León,0
Vallbona,2015,8,Nou Barris,56,Castilla y León,0
la Trinitat Vella,2015,9,Sant Andreu,57,Castilla y León,3
Baró de Viver,2015,9,Sant Andreu,58,Castilla y León,0
el Bon Pastor,2015,9,Sant Andreu,59,Castilla y León,1
Sant Andreu,2015,9,Sant Andreu,60,Castilla y León,15
la Sagrera,2015,9,Sant Andreu,61,Castilla y León,13
el Congrés i els Indians,2015,9,Sant Andreu,62,Castilla y León,8
Navas,2015,9,Sant Andreu,63,Castilla y León,11
el Camp de l'Arpa del Clot,2015,10,Sant Martí,64,Castilla y León,10
el Clot,2015,10,Sant Martí,65,Castilla y León,14
el Parc i la Llacuna del Poblenou,2015,10,Sant Martí,66,Castilla y León,4
la Vila Olímpica del Poblenou,2015,10,Sant Martí,67,Castilla y León,0
el Poblenou,2015,10,Sant Martí,68,Castilla y León,10
Diagonal Mar i el Front Marítim del Poblenou,2015,10,Sant Martí,69,Castilla y León,2
el Besòs i el Maresme,2015,10,Sant Martí,70,Castilla y León,14
Provençals del Poblenou,2015,10,Sant Martí,71,Castilla y León,7
Sant Martí de Provençals,2015,10,Sant Martí,72,Castilla y León,16
la Verneda i la Pau,2015,10,Sant Martí,73,Castilla y León,13
el Raval,2015,1,Ciutat Vella,1,Castilla-La Mancha,11
el Barri Gòtic,2015,1,Ciutat Vella,2,Castilla-La Mancha,1
la Barceloneta,2015,1,Ciutat Vella,3,Castilla-La Mancha,1
"Sant Pere, Santa Caterina i la Ribera",2015,1,Ciutat Vella,4,Castilla-La Mancha,9
el Fort Pienc,2015,2,Eixample,5,Castilla-La Mancha,2
la Sagrada Família,2015,2,Eixample,6,Castilla-La Mancha,4
la Dreta de l'Eixample,2015,2,Eixample,7,Castilla-La Mancha,8
l'Antiga Esquerra de l'Eixample,2015,2,Eixample,8,Castilla-La Mancha,6
la Nova Esquerra de l'Eixample,2015,2,Eixample,9,Castilla-La Mancha,5
Sant Antoni,2015,2,Eixample,10,Castilla-La Mancha,7
el Poble Sec,2015,3,Sants-Montjuïc,11,Castilla-La Mancha,15
la Marina del Prat Vermell,2015,3,Sants-Montjuïc,12,Castilla-La Mancha,0
la Marina de Port,2015,3,Sants-Montjuïc,13,Castilla-La Mancha,10
la Font de la Guatlla,2015,3,Sants-Montjuïc,14,Castilla-La Mancha,2
Hostafrancs,2015,3,Sants-Montjuïc,15,Castilla-La Mancha,3
la Bordeta,2015,3,Sants-Montjuïc,16,Castilla-La Mancha,5
Sants - Badal,2015,3,Sants-Montjuïc,17,Castilla-La Mancha,1
Sants,2015,3,Sants-Montjuïc,18,Castilla-La Mancha,10
les Corts,2015,4,Les Corts,19,Castilla-La Mancha,6
la Maternitat i Sant Ramon,2015,4,Les Corts,20,Castilla-La Mancha,1
Pedralbes,2015,4,Les Corts,21,Castilla-La Mancha,2
"Vallvidrera, el Tibidabo i les Planes",2015,5,Sarrià-Sant Gervasi,22,Castilla-La Mancha,0
Sarrià,2015,5,Sarrià-Sant Gervasi,23,Castilla-La Mancha,2
les Tres Torres,2015,5,Sarrià-Sant Gervasi,24,Castilla-La Mancha,0
Sant Gervasi - la Bonanova,2015,5,Sarrià-Sant Gervasi,25,Castilla-La Mancha,7
Sant Gervasi - Galvany,2015,5,Sarrià-Sant Gervasi,26,Castilla-La Mancha,9
el Putxet i el Farró,2015,5,Sarrià-Sant Gervasi,27,Castilla-La Mancha,2
Vallcarca i els Penitents,2015,6,Gràcia,28,Castilla-La Mancha,2
el Coll,2015,6,Gràcia,29,Castilla-La Mancha,0
la Salut,2015,6,Gràcia,30,Castilla-La Mancha,4
la Vila de Gràcia,2015,6,Gràcia,31,Castilla-La Mancha,11
el Camp d'en Grassot i Gràcia Nova,2015,6,Gràcia,32,Castilla-La Mancha,3
el Baix Guinardó,2015,7,Horta-Guinardó,33,Castilla-La Mancha,3
Can Baró,2015,7,Horta-Guinardó,34,Castilla-La Mancha,0
el Guinardó,2015,7,Horta-Guinardó,35,Castilla-La Mancha,7
la Font d'en Fargues,2015,7,Horta-Guinardó,36,Castilla-La Mancha,1
el Carmel,2015,7,Horta-Guinardó,37,Castilla-La Mancha,15
la Teixonera,2015,7,Horta-Guinardó,38,Castilla-La Mancha,2
Sant Genís dels Agudells,2015,7,Horta-Guinardó,39,Castilla-La Mancha,0
Montbau,2015,7,Horta-Guinardó,40,Castilla-La Mancha,1
la Vall d'Hebron,2015,7,Horta-Guinardó,41,Castilla-La Mancha,1
la Clota,2015,7,Horta-Guinardó,42,Castilla-La Mancha,1
Horta,2015,7,Horta-Guinardó,43,Castilla-La Mancha,4
Vilapicina i la Torre Llobeta,2015,8,Nou Barris,44,Castilla-La Mancha,6
Porta,2015,8,Nou Barris,45,Castilla-La Mancha,5
el Turó de la Peira,2015,8,Nou Barris,46,Castilla-La Mancha,2
Can Peguera,2015,8,Nou Barris,47,Castilla-La Mancha,0
la Guineueta,2015,8,Nou Barris,48,Castilla-La Mancha,6
Canyelles,2015,8,Nou Barris,49,Castilla-La Mancha,0
les Roquetes,2015,8,Nou Barris,50,Castilla-La Mancha,6
Verdun,2015,8,Nou Barris,51,Castilla-La Mancha,7
la Prosperitat,2015,8,Nou Barris,52,Castilla-La Mancha,5
la Trinitat Nova,2015,8,Nou Barris,53,Castilla-La Mancha,2
Torre Baró,2015,8,Nou Barris,54,Castilla-La Mancha,0
Ciutat Meridiana,2015,8,Nou Barris,55,Castilla-La Mancha,5
Vallbona,2015,8,Nou Barris,56,Castilla-La Mancha,0
la Trinitat Vella,2015,9,Sant Andreu,57,Castilla-La Mancha,5
Baró de Viver,2015,9,Sant Andreu,58,Castilla-La Mancha,1
el Bon Pastor,2015,9,Sant Andreu,59,Castilla-La Mancha,6
Sant Andreu,2015,9,Sant Andreu,60,Castilla-La Mancha,15
la Sagrera,2015,9,Sant Andreu,61,Castilla-La Mancha,7
el Congrés i els Indians,2015,9,Sant Andreu,62,Castilla-La Mancha,0
Navas,2015,9,Sant Andreu,63,Castilla-La Mancha,2
el Camp de l'Arpa del Clot,2015,10,Sant Martí,64,Castilla-La Mancha,3
el Clot,2015,10,Sant Martí,65,Castilla-La Mancha,5
el Parc i la Llacuna del Poblenou,2015,10,Sant Martí,66,Castilla-La Mancha,1
la Vila Olímpica del Poblenou,2015,10,Sant Martí,67,Castilla-La Mancha,2
el Poblenou,2015,10,Sant Martí,68,Castilla-La Mancha,5
Diagonal Mar i el Front Marítim del Poblenou,2015,10,Sant Martí,69,Castilla-La Mancha,2
el Besòs i el Maresme,2015,10,Sant Martí,70,Castilla-La Mancha,7
Provençals del Poblenou,2015,10,Sant Martí,71,Castilla-La Mancha,4
Sant Martí de Provençals,2015,10,Sant Martí,72,Castilla-La Mancha,7
la Verneda i la Pau,2015,10,Sant Martí,73,Castilla-La Mancha,4
el Raval,2015,1,Ciutat Vella,1,Cataluña,1686
el Barri Gòtic,2015,1,Ciutat Vella,2,Cataluña,464
la Barceloneta,2015,1,Ciutat Vella,3,Cataluña,428
"Sant Pere, Santa Caterina i la Ribera",2015,1,Ciutat Vella,4,Cataluña,643
el Fort Pienc,2015,2,Eixample,5,Cataluña,657
la Sagrada Família,2015,2,Eixample,6,Cataluña,1063
la Dreta de l'Eixample,2015,2,Eixample,7,Cataluña,828
l'Antiga Esquerra de l'Eixample,2015,2,Eixample,8,Cataluña,772
la Nova Esquerra de l'Eixample,2015,2,Eixample,9,Cataluña,1243
Sant Antoni,2015,2,Eixample,10,Cataluña,840
el Poble Sec,2015,3,Sants-Montjuïc,11,Cataluña,1242
la Marina del Prat Vermell,2015,3,Sants-Montjuïc,12,Cataluña,24
la Marina de Port,2015,3,Sants-Montjuïc,13,Cataluña,750
la Font de la Guatlla,2015,3,Sants-Montjuïc,14,Cataluña,288
Hostafrancs,2015,3,Sants-Montjuïc,15,Cataluña,467
la Bordeta,2015,3,Sants-Montjuïc,16,Cataluña,567
Sants - Badal,2015,3,Sants-Montjuïc,17,Cataluña,854
Sants,2015,3,Sants-Montjuïc,18,Cataluña,1281
les Corts,2015,4,Les Corts,19,Cataluña,849
la Maternitat i Sant Ramon,2015,4,Les Corts,20,Cataluña,579
Pedralbes,2015,4,Les Corts,21,Cataluña,193
"Vallvidrera, el Tibidabo i les Planes",2015,5,Sarrià-Sant Gervasi,22,Cataluña,133
Sarrià,2015,5,Sarrià-Sant Gervasi,23,Cataluña,378
les Tres Torres,2015,5,Sarrià-Sant Gervasi,24,Cataluña,226
Sant Gervasi - la Bonanova,2015,5,Sarrià-Sant Gervasi,25,Cataluña,428
Sant Gervasi - Galvany,2015,5,Sarrià-Sant Gervasi,26,Cataluña,697
el Putxet i el Farró,2015,5,Sarrià-Sant Gervasi,27,Cataluña,490
Vallcarca i els Penitents,2015,6,Gràcia,28,Cataluña,275
el Coll,2015,6,Gràcia,29,Cataluña,160
la Salut,2015,6,Gràcia,30,Cataluña,238
la Vila de Gràcia,2015,6,Gràcia,31,Cataluña,993
el Camp d'en Grassot i Gràcia Nova,2015,6,Gràcia,32,Cataluña,561
el Baix Guinardó,2015,7,Horta-Guinardó,33,Cataluña,502
Can Baró,2015,7,Horta-Guinardó,34,Cataluña,171
el Guinardó,2015,7,Horta-Guinardó,35,Cataluña,742
la Font d'en Fargues,2015,7,Horta-Guinardó,36,Cataluña,136
el Carmel,2015,7,Horta-Guinardó,37,Cataluña,641
la Teixonera,2015,7,Horta-Guinardó,38,Cataluña,213
Sant Genís dels Agudells,2015,7,Horta-Guinardó,39,Cataluña,171
Montbau,2015,7,Horta-Guinardó,40,Cataluña,83
la Vall d'Hebron,2015,7,Horta-Guinardó,41,Cataluña,67
la Clota,2015,7,Horta-Guinardó,42,Cataluña,13
Horta,2015,7,Horta-Guinardó,43,Cataluña,421
Vilapicina i la Torre Llobeta,2015,8,Nou Barris,44,Cataluña,455
Porta,2015,8,Nou Barris,45,Cataluña,435
el Turó de la Peira,2015,8,Nou Barris,46,Cataluña,349
Can Peguera,2015,8,Nou Barris,47,Cataluña,43
la Guineueta,2015,8,Nou Barris,48,Cataluña,251
Canyelles,2015,8,Nou Barris,49,Cataluña,115
les Roquetes,2015,8,Nou Barris,50,Cataluña,424
Verdun,2015,8,Nou Barris,51,Cataluña,280
la Prosperitat,2015,8,Nou Barris,52,Cataluña,558
la Trinitat Nova,2015,8,Nou Barris,53,Cataluña,218
Torre Baró,2015,8,Nou Barris,54,Cataluña,69
Ciutat Meridiana,2015,8,Nou Barris,55,Cataluña,405
Vallbona,2015,8,Nou Barris,56,Cataluña,42
la Trinitat Vella,2015,9,Sant Andreu,57,Cataluña,363
Baró de Viver,2015,9,Sant Andreu,58,Cataluña,95
el Bon Pastor,2015,9,Sant Andreu,59,Cataluña,323
Sant Andreu,2015,9,Sant Andreu,60,Cataluña,1022
la Sagrera,2015,9,Sant Andreu,61,Cataluña,511
el Congrés i els Indians,2015,9,Sant Andreu,62,Cataluña,291
Navas,2015,9,Sant Andreu,63,Cataluña,454
el Camp de l'Arpa del Clot,2015,10,Sant Martí,64,Cataluña,867
el Clot,2015,10,Sant Martí,65,Cataluña,604
el Parc i la Llacuna del Poblenou,2015,10,Sant Martí,66,Cataluña,320
la Vila Olímpica del Poblenou,2015,10,Sant Martí,67,Cataluña,145
el Poblenou,2015,10,Sant Martí,68,Cataluña,652
Diagonal Mar i el Front Marítim del Poblenou,2015,10,Sant Martí,69,Cataluña,312
el Besòs i el Maresme,2015,10,Sant Martí,70,Cataluña,1006
Provençals del Poblenou,2015,10,Sant Martí,71,Cataluña,364
Sant Martí de Provençals,2015,10,Sant Martí,72,Cataluña,487
la Verneda i la Pau,2015,10,Sant Martí,73,Cataluña,704
el Raval,2015,1,Ciutat Vella,1,Comunidad Valenciana,106
el Barri Gòtic,2015,1,Ciutat Vella,2,Comunidad Valenciana,30
la Barceloneta,2015,1,Ciutat Vella,3,Comunidad Valenciana,33
"Sant Pere, Santa Caterina i la Ribera",2015,1,Ciutat Vella,4,Comunidad Valenciana,41
el Fort Pienc,2015,2,Eixample,5,Comunidad Valenciana,36
la Sagrada Família,2015,2,Eixample,6,Comunidad Valenciana,54
la Dreta de l'Eixample,2015,2,Eixample,7,Comunidad Valenciana,43
l'Antiga Esquerra de l'Eixample,2015,2,Eixample,8,Comunidad Valenciana,39
la Nova Esquerra de l'Eixample,2015,2,Eixample,9,Comunidad Valenciana,56
Sant Antoni,2015,2,Eixample,10,Comunidad Valenciana,44
el Poble Sec,2015,3,Sants-Montjuïc,11,Comunidad Valenciana,72
la Marina del Prat Vermell,2015,3,Sants-Montjuïc,12,Comunidad Valenciana,4
la Marina de Port,2015,3,Sants-Montjuïc,13,Comunidad Valenciana,33
la Font de la Guatlla,2015,3,Sants-Montjuïc,14,Comunidad Valenciana,14
Hostafrancs,2015,3,Sants-Montjuïc,15,Comunidad Valenciana,20
la Bordeta,2015,3,Sants-Montjuïc,16,Comunidad Valenciana,18
Sants - Badal,2015,3,Sants-Montjuïc,17,Comunidad Valenciana,17
Sants,2015,3,Sants-Montjuïc,18,Comunidad Valenciana,64
les Corts,2015,4,Les Corts,19,Comunidad Valenciana,40
la Maternitat i Sant Ramon,2015,4,Les Corts,20,Comunidad Valenciana,23
Pedralbes,2015,4,Les Corts,21,Comunidad Valenciana,13
"Vallvidrera, el Tibidabo i les Planes",2015,5,Sarrià-Sant Gervasi,22,Comunidad Valenciana,2
Sarrià,2015,5,Sarrià-Sant Gervasi,23,Comunidad Valenciana,15
les Tres Torres,2015,5,Sarrià-Sant Gervasi,24,Comunidad Valenciana,8
Sant Gervasi - la Bonanova,2015,5,Sarrià-Sant Gervasi,25,Comunidad Valenciana,12
Sant Gervasi - Galvany,2015,5,Sarrià-Sant Gervasi,26,Comunidad Valenciana,35
el Putxet i el Farró,2015,5,Sarrià-Sant Gervasi,27,Comunidad Valenciana,27
Vallcarca i els Penitents,2015,6,Gràcia,28,Comunidad Valenciana,15
el Coll,2015,6,Gràcia,29,Comunidad Valenciana,4
la Salut,2015,6,Gràcia,30,Comunidad Valenciana,13
la Vila de Gràcia,2015,6,Gràcia,31,Comunidad Valenciana,57
el Camp d'en Grassot i Gràcia Nova,2015,6,Gràcia,32,Comunidad Valenciana,40
el Baix Guinardó,2015,7,Horta-Guinardó,33,Comunidad Valenciana,37
Can Baró,2015,7,Horta-Guinardó,34,Comunidad Valenciana,19
el Guinardó,2015,7,Horta-Guinardó,35,Comunidad Valenciana,25
la Font d'en Fargues,2015,7,Horta-Guinardó,36,Comunidad Valenciana,5
el Carmel,2015,7,Horta-Guinardó,37,Comunidad Valenciana,33
la Teixonera,2015,7,Horta-Guinardó,38,Comunidad Valenciana,12
Sant Genís dels Agudells,2015,7,Horta-Guinardó,39,Comunidad Valenciana,6
Montbau,2015,7,Horta-Guinardó,40,Comunidad Valenciana,6
la Vall d'Hebron,2015,7,Horta-Guinardó,41,Comunidad Valenciana,4
la Clota,2015,7,Horta-Guinardó,42,Comunidad Valenciana,1
Horta,2015,7,Horta-Guinardó,43,Comunidad Valenciana,25
Vilapicina i la Torre Llobeta,2015,8,Nou Barris,44,Comunidad Valenciana,16
Porta,2015,8,Nou Barris,45,Comunidad Valenciana,12
el Turó de la Peira,2015,8,Nou Barris,46,Comunidad Valenciana,16
Can Peguera,2015,8,Nou Barris,47,Comunidad Valenciana,2
la Guineueta,2015,8,Nou Barris,48,Comunidad Valenciana,8
Canyelles,2015,8,Nou Barris,49,Comunidad Valenciana,0
les Roquetes,2015,8,Nou Barris,50,Comunidad Valenciana,17
Verdun,2015,8,Nou Barris,51,Comunidad Valenciana,17
la Prosperitat,2015,8,Nou Barris,52,Comunidad Valenciana,27
la Trinitat Nova,2015,8,Nou Barris,53,Comunidad Valenciana,4
Torre Baró,2015,8,Nou Barris,54,Comunidad Valenciana,1
Ciutat Meridiana,2015,8,Nou Barris,55,Comunidad Valenciana,22
Vallbona,2015,8,Nou Barris,56,Comunidad Valenciana,0
la Trinitat Vella,2015,9,Sant Andreu,57,Comunidad Valenciana,17
Baró de Viver,2015,9,Sant Andreu,58,Comunidad Valenciana,1
el Bon Pastor,2015,9,Sant Andreu,59,Comunidad Valenciana,20
Sant Andreu,2015,9,Sant Andreu,60,Comunidad Valenciana,27
la Sagrera,2015,9,Sant Andreu,61,Comunidad Valenciana,38
el Congrés i els Indians,2015,9,Sant Andreu,62,Comunidad Valenciana,12
Navas,2015,9,Sant Andreu,63,Comunidad Valenciana,3
el Camp de l'Arpa del Clot,2015,10,Sant Martí,64,Comunidad Valenciana,53
el Clot,2015,10,Sant Martí,65,Comunidad Valenciana,29
el Parc i la Llacuna del Poblenou,2015,10,Sant Martí,66,Comunidad Valenciana,17
la Vila Olímpica del Poblenou,2015,10,Sant Martí,67,Comunidad Valenciana,3
el Poblenou,2015,10,Sant Martí,68,Comunidad Valenciana,28
Diagonal Mar i el Front Marítim del Poblenou,2015,10,Sant Martí,69,Comunidad Valenciana,12
el Besòs i el Maresme,2015,10,Sant Martí,70,Comunidad Valenciana,39
Provençals del Poblenou,2015,10,Sant Martí,71,Comunidad Valenciana,17
Sant Martí de Provençals,2015,10,Sant Martí,72,Comunidad Valenciana,16
la Verneda i la Pau,2015,10,Sant Martí,73,Comunidad Valenciana,24
el Raval,2015,1,Ciutat Vella,1,Extremadura,8
el Barri Gòtic,2015,1,Ciutat Vella,2,Extremadura,1
la Barceloneta,2015,1,Ciutat Vella,3,Extremadura,4
"Sant Pere, Santa Caterina i la Ribera",2015,1,Ciutat Vella,4,Extremadura,3
el Fort Pienc,2015,2,Eixample,5,Extremadura,4
la Sagrada Família,2015,2,Eixample,6,Extremadura,2
la Dreta de l'Eixample,2015,2,Eixample,7,Extremadura,3
l'Antiga Esquerra de l'Eixample,2015,2,Eixample,8,Extremadura,6
la Nova Esquerra de l'Eixample,2015,2,Eixample,9,Extremadura,2
Sant Antoni,2015,2,Eixample,10,Extremadura,4
el Poble Sec,2015,3,Sants-Montjuïc,11,Extremadura,2
la Marina del Prat Vermell,2015,3,Sants-Montjuïc,12,Extremadura,0
la Marina de Port,2015,3,Sants-Montjuïc,13,Extremadura,0
la Font de la Guatlla,2015,3,Sants-Montjuïc,14,Extremadura,0
Hostafrancs,2015,3,Sants-Montjuïc,15,Extremadura,3
la Bordeta,2015,3,Sants-Montjuïc,16,Extremadura,0
Sants - Badal,2015,3,Sants-Montjuïc,17,Extremadura,3
Sants,2015,3,Sants-Montjuïc,18,Extremadura,4
les Corts,2015,4,Les Corts,19,Extremadura,1
la Maternitat i Sant Ramon,2015,4,Les Corts,20,Extremadura,7
Pedralbes,2015,4,Les Corts,21,Extremadura,0
"Vallvidrera, el Tibidabo i les Planes",2015,5,Sarrià-Sant Gervasi,22,Extremadura,0
Sarrià,2015,5,Sarrià-Sant Gervasi,23,Extremadura,2
les Tres Torres,2015,5,Sarrià-Sant Gervasi,24,Extremadura,2
Sant Gervasi - la Bonanova,2015,5,Sarrià-Sant Gervasi,25,Extremadura,4
Sant Gervasi - Galvany,2015,5,Sarrià-Sant Gervasi,26,Extremadura,2
el Putxet i el Farró,2015,5,Sarrià-Sant Gervasi,27,Extremadura,2
Vallcarca i els Penitents,2015,6,Gràcia,28,Extremadura,1
el Coll,2015,6,Gràcia,29,Extremadura,0
la Salut,2015,6,Gràcia,30,Extremadura,0
la Vila de Gràcia,2015,6,Gràcia,31,Extremadura,4
el Camp d'en Grassot i Gràcia Nova,2015,6,Gràcia,32,Extremadura,6
el Baix Guinardó,2015,7,Horta-Guinardó,33,Extremadura,3
Can Baró,2015,7,Horta-Guinardó,34,Extremadura,3
el Guinardó,2015,7,Horta-Guinardó,35,Extremadura,4
