,districtName,year,districtCode,neighborhoodCode,neighborhoodName,5YearAge,count
410,Nou Barris,2015,8,46,el Turó de la Peira,25-29,53
411,Nou Barris,2015,8,47,Can Peguera,25-29,6
412,Nou Barris,2015,8,48,la Guineueta,25-29,45
413,Nou Barris,2015,8,49,Canyelles,25-29,19
414,Nou Barris,2015,8,50,les Roquetes,25-29,63
415,Nou Barris,2015,8,51,Verdun,25-29,56
416,Nou Barris,2015,8,52,la Prosperitat,25-29,92
417,Nou Barris,2015,8,53,la Trinitat Nova,25-29,36
418,Nou Barris,2015,8,54,Torre Baró,25-29,8
419,Nou Barris,2015,8,55,Ciutat Meridiana,25-29,71
420,Nou Barris,2015,8,56,Vallbona,25-29,7
421,Sant Andreu,2015,9,57,la Trinitat Vella,25-29,59
422,Sant Andreu,2015,9,58,Baró de Viver,25-29,7
423,Sant Andreu,2015,9,59,el Bon Pastor,25-29,29
424,Sant Andreu,2015,9,60,Sant Andreu,25-29,170
425,Sant Andreu,2015,9,61,la Sagrera,25-29,103
426,Sant Andreu,2015,9,62,el Congrés i els Indians,25-29,46
427,Sant Andreu,2015,9,63,Navas,25-29,61
428,Sant Martí,2015,10,64,el Camp de l'Arpa del Clot,25-29,150
429,Sant Martí,2015,10,65,el Clot,25-29,114
430,Sant Martí,2015,10,66,el Parc i la Llacuna del Poblenou,25-29,68
431,Sant Martí,2015,10,67,la Vila Olímpica del Poblenou,25-29,21
432,Sant Martí,2015,10,68,el Poblenou,25-29,114
433,Sant Martí,2015,10,69,Diagonal Mar i el Front Marítim del Poblenou,25-29,28
434,Sant Martí,2015,10,70,el Besòs i el Maresme,25-29,156
435,Sant Martí,2015,10,71,Provençals del Poblenou,25-29,68
436,Sant Martí,2015,10,72,Sant Martí de Provençals,25-29,93
437,Sant Martí,2015,10,73,la Verneda i la Pau,25-29,102
438,Ciutat Vella,2015,1,1,el Raval,30-34,451
439,Ciutat Vella,2015,1,2,el Barri Gòtic,30-34,119
440,Ciutat Vella,2015,1,3,la Barceloneta,30-34,120
441,Ciutat Vella,2015,1,4,"Sant Pere, Santa Caterina i la Ribera",30-34,170
442,Eixample,2015,2,5,el Fort Pienc,30-34,168
443,Eixample,2015,2,6,la Sagrada Família,30-34,293
444,Eixample,2015,2,7,la Dreta de l'Eixample,30-34,248
445,Eixample,2015,2,8,l'Antiga Esquerra de l'Eixample,30-34,237
446,Eixample,2015,2,9,la Nova Esquerra de l'Eixample,30-34,326
447,Eixample,2015,2,10,Sant Antoni,30-34,222
448,Sants-Montjuïc,2015,3,11,el Poble Sec,30-34,294
449,Sants-Montjuïc,2015,3,12,la Marina del Prat Vermell,30-34,10
450,Sants-Montjuïc,2015,3,13,la Marina de Port,30-34,149
451,Sants-Montjuïc,2015,3,14,la Font de la Guatlla,30-34,88
452,Sants-Montjuïc,2015,3,15,Hostafrancs,30-34,131
453,Sants-Montjuïc,2015,3,16,la Bordeta,30-34,132
454,Sants-Montjuïc,2015,3,17,Sants - Badal,30-34,173
455,Sants-Montjuïc,2015,3,18,Sants,30-34,312
456,Les Corts,2015,4,19,les Corts,30-34,230
457,Les Corts,2015,4,20,la Maternitat i Sant Ramon,30-34,128
458,Les Corts,2015,4,21,Pedralbes,30-34,56
459,Sarrià-Sant Gervasi,2015,5,22,"Vallvidrera, el Tibidabo i les Planes",30-34,21
460,Sarrià-Sant Gervasi,2015,5,23,Sarrià,30-34,95
461,Sarrià-Sant Gervasi,2015,5,24,les Tres Torres,30-34,47
462,Sarrià-Sant Gervasi,2015,5,25,Sant Gervasi - la Bonanova,30-34,101
463,Sarrià-Sant Gervasi,2015,5,26,Sant Gervasi - Galvany,30-34,186
464,Sarrià-Sant Gervasi,2015,5,27,el Putxet i el Farró,30-34,154
465,Gràcia,2015,6,28,Vallcarca i els Penitents,30-34,65
466,Gràcia,2015,6,29,el Coll,30-34,28
467,Gràcia,2015,6,30,la Salut,30-34,63
468,Gràcia,2015,6,31,la Vila de Gràcia,30-34,324
469,Gràcia,2015,6,32,el Camp d'en Grassot i Gràcia Nova,30-34,155
470,Horta-Guinardó,2015,7,33,el Baix Guinardó,30-34,126
471,Horta-Guinardó,2015,7,34,Can Baró,30-34,45
472,Horta-Guinardó,2015,7,35,el Guinardó,30-34,165
473,Horta-Guinardó,2015,7,36,la Font d'en Fargues,30-34,30
474,Horta-Guinardó,2015,7,37,el Carmel,30-34,130
475,Horta-Guinardó,2015,7,38,la Teixonera,30-34,45
476,Horta-Guinardó,2015,7,39,Sant Genís dels Agudells,30-34,31
477,Horta-Guinardó,2015,7,40,Montbau,30-34,17
478,Horta-Guinardó,2015,7,41,la Vall d'Hebron,30-34,12
479,Horta-Guinardó,2015,7,42,la Clota,30-34,2
480,Horta-Guinardó,2015,7,43,Horta,30-34,101
481,Nou Barris,2015,8,44,Vilapicina i la Torre Llobeta,30-34,92
482,Nou Barris,2015,8,45,Porta,30-34,70
483,Nou Barris,2015,8,46,el Turó de la Peira,30-34,55
484,Nou Barris,2015,8,47,Can Peguera,30-34,8
485,Nou Barris,2015,8,48,la Guineueta,30-34,54
486,Nou Barris,2015,8,49,Canyelles,30-34,22
487,Nou Barris,2015,8,50,les Roquetes,30-34,79
488,Nou Barris,2015,8,51,Verdun,30-34,59
489,Nou Barris,2015,8,52,la Prosperitat,30-34,110
490,Nou Barris,2015,8,53,la Trinitat Nova,30-34,41
491,Nou Barris,2015,8,54,Torre Baró,30-34,14
492,Nou Barris,2015,8,55,Ciutat Meridiana,30-34,75
493,Nou Barris,2015,8,56,Vallbona,30-34,5
494,Sant Andreu,2015,9,57,la Trinitat Vella,30-34,78
495,Sant Andreu,2015,9,58,Baró de Viver,30-34,14
496,Sant Andreu,2015,9,59,el Bon Pastor,30-34,61
497,Sant Andreu,2015,9,60,Sant Andreu,30-34,202
498,Sant Andreu,2015,9,61,la Sagrera,30-34,103
499,Sant Andreu,2015,9,62,el Congrés i els Indians,30-34,65
500,Sant Andreu,2015,9,63,Navas,30-34,96
501,Sant Martí,2015,10,64,el Camp de l'Arpa del Clot,30-34,205
502,Sant Martí,2015,10,65,el Clot,30-34,134
503,Sant Martí,2015,10,66,el Parc i la Llacuna del Poblenou,30-34,81
504,Sant Martí,2015,10,67,la Vila Olímpica del Poblenou,30-34,42
505,Sant Martí,2015,10,68,el Poblenou,30-34,141
506,Sant Martí,2015,10,69,Diagonal Mar i el Front Marítim del Poblenou,30-34,60
507,Sant Martí,2015,10,70,el Besòs i el Maresme,30-34,147
508,Sant Martí,2015,10,71,Provençals del Poblenou,30-34,100
509,Sant Martí,2015,10,72,Sant Martí de Provençals,30-34,95
510,Sant Martí,2015,10,73,la Verneda i la Pau,30-34,104
511,Ciutat Vella,2015,1,1,el Raval,35-39,348
512,Ciutat Vella,2015,1,2,el Barri Gòtic,35-39,123
513,Ciutat Vella,2015,1,3,la Barceloneta,35-39,96
514,Ciutat Vella,2015,1,4,"Sant Pere, Santa Caterina i la Ribera",35-39,185
515,Eixample,2015,2,5,el Fort Pienc,35-39,127
516,Eixample,2015,2,6,la Sagrada Família,35-39,278
517,Eixample,2015,2,7,la Dreta de l'Eixample,35-39,210
518,Eixample,2015,2,8,l'Antiga Esquerra de l'Eixample,35-39,195
519,Eixample,2015,2,9,la Nova Esquerra de l'Eixample,35-39,295
520,Eixample,2015,2,10,Sant Antoni,35-39,207
521,Sants-Montjuïc,2015,3,11,el Poble Sec,35-39,315
522,Sants-Montjuïc,2015,3,12,la Marina del Prat Vermell,35-39,5
523,Sants-Montjuïc,2015,3,13,la Marina de Port,35-39,143
524,Sants-Montjuïc,2015,3,14,la Font de la Guatlla,35-39,62
525,Sants-Montjuïc,2015,3,15,Hostafrancs,35-39,109
526,Sants-Montjuïc,2015,3,16,la Bordeta,35-39,115
527,Sants-Montjuïc,2015,3,17,Sants - Badal,35-39,161
528,Sants-Montjuïc,2015,3,18,Sants,35-39,247
529,Les Corts,2015,4,19,les Corts,35-39,188
530,Les Corts,2015,4,20,la Maternitat i Sant Ramon,35-39,115
531,Les Corts,2015,4,21,Pedralbes,35-39,49
532,Sarrià-Sant Gervasi,2015,5,22,"Vallvidrera, el Tibidabo i les Planes",35-39,19
533,Sarrià-Sant Gervasi,2015,5,23,Sarrià,35-39,71
534,Sarrià-Sant Gervasi,2015,5,24,les Tres Torres,35-39,43
535,Sarrià-Sant Gervasi,2015,5,25,Sant Gervasi - la Bonanova,35-39,73
536,Sarrià-Sant Gervasi,2015,5,26,Sant Gervasi - Galvany,35-39,164
537,Sarrià-Sant Gervasi,2015,5,27,el Putxet i el Farró,35-39,120
538,Gràcia,2015,6,28,Vallcarca i els Penitents,35-39,59
539,Gràcia,2015,6,29,el Coll,35-39,46
540,Gràcia,2015,6,30,la Salut,35-39,50
541,Gràcia,2015,6,31,la Vila de Gràcia,35-39,293
542,Gràcia,2015,6,32,el Camp d'en Grassot i Gràcia Nova,35-39,155
543,Horta-Guinardó,2015,7,33,el Baix Guinardó,35-39,92
544,Horta-Guinardó,2015,7,34,Can Baró,35-39,27
545,Horta-Guinardó,2015,7,35,el Guinardó,35-39,142
546,Horta-Guinardó,2015,7,36,la Font d'en Fargues,35-39,28
547,Horta-Guinardó,2015,7,37,el Carmel,35-39,125
548,Horta-Guinardó,2015,7,38,la Teixonera,35-39,43
549,Horta-Guinardó,2015,7,39,Sant Genís dels Agudells,35-39,31
550,Horta-Guinardó,2015,7,40,Montbau,35-39,14
551,Horta-Guinardó,2015,7,41,la Vall d'Hebron,35-39,11
552,Horta-Guinardó,2015,7,42,la Clota,35-39,2
553,Horta-Guinardó,2015,7,43,Horta,35-39,75
554,Nou Barris,2015,8,44,Vilapicina i la Torre Llobeta,35-39,84
555,Nou Barris,2015,8,45,Porta,35-39,73
556,Nou Barris,2015,8,46,el Turó de la Peira,35-39,59
557,Nou Barris,2015,8,47,Can Peguera,35-39,5
558,Nou Barris,2015,8,48,la Guineueta,35-39,45
559,Nou Barris,2015,8,49,Canyelles,35-39,18
560,Nou Barris,2015,8,50,les Roquetes,35-39,79
561,Nou Barris,2015,8,51,Verdun,35-39,56
562,Nou Barris,2015,8,52,la Prosperitat,35-39,100
563,Nou Barris,2015,8,53,la Trinitat Nova,35-39,32
564,Nou Barris,2015,8,54,Torre Baró,35-39,13
565,Nou Barris,2015,8,55,Ciutat Meridiana,35-39,69
566,Nou Barris,2015,8,56,Vallbona,35-39,12
567,Sant Andreu,2015,9,57,la Trinitat Vella,35-39,83
568,Sant Andreu,2015,9,58,Baró de Viver,35-39,14
569,Sant Andreu,2015,9,59,el Bon Pastor,35-39,63
570,Sant Andreu,2015,9,60,Sant Andreu,35-39,196
571,Sant Andreu,2015,9,61,la Sagrera,35-39,126
572,Sant Andreu,2015,9,62,el Congrés i els Indians,35-39,42
573,Sant Andreu,2015,9,63,Navas,35-39,82
574,Sant Martí,2015,10,64,el Camp de l'Arpa del Clot,35-39,206
575,Sant Martí,2015,10,65,el Clot,35-39,118
576,Sant Martí,2015,10,66,el Parc i la Llacuna del Poblenou,35-39,73
577,Sant Martí,2015,10,67,la Vila Olímpica del Poblenou,35-39,31
578,Sant Martí,2015,10,68,el Poblenou,35-39,144
579,Sant Martí,2015,10,69,Diagonal Mar i el Front Marítim del Poblenou,35-39,65
580,Sant Martí,2015,10,70,el Besòs i el Maresme,35-39,166
581,Sant Martí,2015,10,71,Provençals del Poblenou,35-39,76
582,Sant Martí,2015,10,72,Sant Martí de Provençals,35-39,72
583,Sant Martí,2015,10,73,la Verneda i la Pau,35-39,96
584,Ciutat Vella,2015,1,1,el Raval,40-44,273
585,Ciutat Vella,2015,1,2,el Barri Gòtic,40-44,92
586,Ciutat Vella,2015,1,3,la Barceloneta,40-44,80
587,Ciutat Vella,2015,1,4,"Sant Pere, Santa Caterina i la Ribera",40-44,105
588,Eixample,2015,2,5,el Fort Pienc,40-44,117
589,Eixample,2015,2,6,la Sagrada Família,40-44,160
590,Eixample,2015,2,7,la Dreta de l'Eixample,40-44,146
591,Eixample,2015,2,8,l'Antiga Esquerra de l'Eixample,40-44,135
592,Eixample,2015,2,9,la Nova Esquerra de l'Eixample,40-44,175
593,Eixample,2015,2,10,Sant Antoni,40-44,133
594,Sants-Montjuïc,2015,3,11,el Poble Sec,40-44,194
595,Sants-Montjuïc,2015,3,12,la Marina del Prat Vermell,40-44,2
596,Sants-Montjuïc,2015,3,13,la Marina de Port,40-44,95
597,Sants-Montjuïc,2015,3,14,la Font de la Guatlla,40-44,32
598,Sants-Montjuïc,2015,3,15,Hostafrancs,40-44,76
599,Sants-Montjuïc,2015,3,16,la Bordeta,40-44,59
600,Sants-Montjuïc,2015,3,17,Sants - Badal,40-44,104
601,Sants-Montjuïc,2015,3,18,Sants,40-44,166
602,Les Corts,2015,4,19,les Corts,40-44,136
603,Les Corts,2015,4,20,la Maternitat i Sant Ramon,40-44,75
604,Les Corts,2015,4,21,Pedralbes,40-44,39
605,Sarrià-Sant Gervasi,2015,5,22,"Vallvidrera, el Tibidabo i les Planes",40-44,24
606,Sarrià-Sant Gervasi,2015,5,23,Sarrià,40-44,92
607,Sarrià-Sant Gervasi,2015,5,24,les Tres Torres,40-44,45
608,Sarrià-Sant Gervasi,2015,5,25,Sant Gervasi - la Bonanova,40-44,64
609,Sarrià-Sant Gervasi,2015,5,26,Sant Gervasi - Galvany,40-44,123
610,Sarrià-Sant Gervasi,2015,5,27,el Putxet i el Farró,40-44,59
611,Gràcia,2015,6,28,Vallcarca i els Penitents,40-44,43
612,Gràcia,2015,6,29,el Coll,40-44,32
613,Gràcia,2015,6,30,la Salut,40-44,41
614,Gràcia,2015,6,31,la Vila de Gràcia,40-44,178
615,Gràcia,2015,6,32,el Camp d'en Grassot i Gràcia Nova,40-44,99
616,Horta-Guinardó,2015,7,33,el Baix Guinardó,40-44,73
617,Horta-Guinardó,2015,7,34,Can Baró,40-44,26
618,Horta-Guinardó,2015,7,35,el Guinardó,40-44,104
619,Horta-Guinardó,2015,7,36,la Font d'en Fargues,40-44,19
620,Horta-Guinardó,2015,7,37,el Carmel,40-44,75
621,Horta-Guinardó,2015,7,38,la Teixonera,40-44,38
622,Horta-Guinardó,2015,7,39,Sant Genís dels Agudells,40-44,24
623,Horta-Guinardó,2015,7,40,Montbau,40-44,8
624,Horta-Guinardó,2015,7,41,la Vall d'Hebron,40-44,9
625,Horta-Guinardó,2015,7,42,la Clota,40-44,1
626,Horta-Guinardó,2015,7,43,Horta,40-44,69
627,Nou Barris,2015,8,44,Vilapicina i la Torre Llobeta,40-44,68
628,Nou Barris,2015,8,45,Porta,40-44,78
629,Nou Barris,2015,8,46,el Turó de la Peira,40-44,51
630,Nou Barris,2015,8,47,Can Peguera,40-44,5
631,Nou Barris,2015,8,48,la Guineueta,40-44,38
632,Nou Barris,2015,8,49,Canyelles,40-44,11
633,Nou Barris,2015,8,50,les Roquetes,40-44,53
634,Nou Barris,2015,8,51,Verdun,40-44,48
635,Nou Barris,2015,8,52,la Prosperitat,40-44,82
636,Nou Barris,2015,8,53,la Trinitat Nova,40-44,28
637,Nou Barris,2015,8,54,Torre Baró,40-44,13
638,Nou Barris,2015,8,55,Ciutat Meridiana,40-44,56
639,Nou Barris,2015,8,56,Vallbona,40-44,0
640,Sant Andreu,2015,9,57,la Trinitat Vella,40-44,48
641,Sant Andreu,2015,9,58,Baró de Viver,40-44,12
642,Sant Andreu,2015,9,59,el Bon Pastor,40-44,49
643,Sant Andreu,2015,9,60,Sant Andreu,40-44,143
644,Sant Andreu,2015,9,61,la Sagrera,40-44,83
645,Sant Andreu,2015,9,62,el Congrés i els Indians,40-44,38
646,Sant Andreu,2015,9,63,Navas,40-44,67
647,Sant Martí,2015,10,64,el Camp de l'Arpa del Clot,40-44,109
648,Sant Martí,2015,10,65,el Clot,40-44,85
649,Sant Martí,2015,10,66,el Parc i la Llacuna del Poblenou,40-44,57
650,Sant Martí,2015,10,67,la Vila Olímpica del Poblenou,40-44,30
651,Sant Martí,2015,10,68,el Poblenou,40-44,125
652,Sant Martí,2015,10,69,Diagonal Mar i el Front Marítim del Poblenou,40-44,56
653,Sant Martí,2015,10,70,el Besòs i el Maresme,40-44,128
654,Sant Martí,2015,10,71,Provençals del Poblenou,40-44,55
655,Sant Martí,2015,10,72,Sant Martí de Provençals,40-44,70
656,Sant Martí,2015,10,73,la Verneda i la Pau,40-44,98
657,Ciutat Vella,2015,1,1,el Raval,45-49,176
658,Ciutat Vella,2015,1,2,el Barri Gòtic,45-49,57
659,Ciutat Vella,2015,1,3,la Barceloneta,45-49,30
660,Ciutat Vella,2015,1,4,"Sant Pere, Santa Caterina i la Ribera",45-49,70
661,Eixample,2015,2,5,el Fort Pienc,45-49,69
662,Eixample,2015,2,6,la Sagrada Família,45-49,106
663,Eixample,2015,2,7,la Dreta de l'Eixample,45-49,96
664,Eixample,2015,2,8,l'Antiga Esquerra de l'Eixample,45-49,81
665,Eixample,2015,2,9,la Nova Esquerra de l'Eixample,45-49,99
666,Eixample,2015,2,10,Sant Antoni,45-49,97
667,Sants-Montjuïc,2015,3,11,el Poble Sec,45-49,124
668,Sants-Montjuïc,2015,3,12,la Marina del Prat Vermell,45-49,3
669,Sants-Montjuïc,2015,3,13,la Marina de Port,45-49,64
670,Sants-Montjuïc,2015,3,14,la Font de la Guatlla,45-49,24
671,Sants-Montjuïc,2015,3,15,Hostafrancs,45-49,48
672,Sants-Montjuïc,2015,3,16,la Bordeta,45-49,38
673,Sants-Montjuïc,2015,3,17,Sants - Badal,45-49,80
674,Sants-Montjuïc,2015,3,18,Sants,45-49,110
675,Les Corts,2015,4,19,les Corts,45-49,80
676,Les Corts,2015,4,20,la Maternitat i Sant Ramon,45-49,44
677,Les Corts,2015,4,21,Pedralbes,45-49,28
678,Sarrià-Sant Gervasi,2015,5,22,"Vallvidrera, el Tibidabo i les Planes",45-49,16
679,Sarrià-Sant Gervasi,2015,5,23,Sarrià,45-49,42
680,Sarrià-Sant Gervasi,2015,5,24,les Tres Torres,45-49,32
681,Sarrià-Sant Gervasi,2015,5,25,Sant Gervasi - la Bonanova,45-49,54
682,Sarrià-Sant Gervasi,2015,5,26,Sant Gervasi - Galvany,45-49,73
683,Sarrià-Sant Gervasi,2015,5,27,el Putxet i el Farró,45-49,44
684,Gràcia,2015,6,28,Vallcarca i els Penitents,45-49,22
685,Gràcia,2015,6,29,el Coll,45-49,12
686,Gràcia,2015,6,30,la Salut,45-49,10
687,Gràcia,2015,6,31,la Vila de Gràcia,45-49,114
688,Gràcia,2015,6,32,el Camp d'en Grassot i Gràcia Nova,45-49,43
689,Horta-Guinardó,2015,7,33,el Baix Guinardó,45-49,45
690,Horta-Guinardó,2015,7,34,Can Baró,45-49,23
691,Horta-Guinardó,2015,7,35,el Guinardó,45-49,76
692,Horta-Guinardó,2015,7,36,la Font d'en Fargues,45-49,11
693,Horta-Guinardó,2015,7,37,el Carmel,45-49,60
694,Horta-Guinardó,2015,7,38,la Teixonera,45-49,16
695,Horta-Guinardó,2015,7,39,Sant Genís dels Agudells,45-49,17
696,Horta-Guinardó,2015,7,40,Montbau,45-49,13
697,Horta-Guinardó,2015,7,41,la Vall d'Hebron,45-49,9
698,Horta-Guinardó,2015,7,42,la Clota,45-49,1
699,Horta-Guinardó,2015,7,43,Horta,45-49,50
700,Nou Barris,2015,8,44,Vilapicina i la Torre Llobeta,45-49,42
701,Nou Barris,2015,8,45,Porta,45-49,40
702,Nou Barris,2015,8,46,el Turó de la Peira,45-49,20
703,Nou Barris,2015,8,47,Can Peguera,45-49,4
704,Nou Barris,2015,8,48,la Guineueta,45-49,20
705,Nou Barris,2015,8,49,Canyelles,45-49,8
706,Nou Barris,2015,8,50,les Roquetes,45-49,43
707,Nou Barris,2015,8,51,Verdun,45-49,18
708,Nou Barris,2015,8,52,la Prosperitat,45-49,42
709,Nou Barris,2015,8,53,la Trinitat Nova,45-49,13
710,Nou Barris,2015,8,54,Torre Baró,45-49,7
711,Nou Barris,2015,8,55,Ciutat Meridiana,45-49,31
712,Nou Barris,2015,8,56,Vallbona,45-49,1
713,Sant Andreu,2015,9,57,la Trinitat Vella,45-49,26
714,Sant Andreu,2015,9,58,Baró de Viver,45-49,6
715,Sant Andreu,2015,9,59,el Bon Pastor,45-49,36
716,Sant Andreu,2015,9,60,Sant Andreu,45-49,86
717,Sant Andreu,2015,9,61,la Sagrera,45-49,52
718,Sant Andreu,2015,9,62,el Congrés i els Indians,45-49,33
719,Sant Andreu,2015,9,63,Navas,45-49,40
720,Sant Martí,2015,10,64,el Camp de l'Arpa del Clot,45-49,87
721,Sant Martí,2015,10,65,el Clot,45-49,64
722,Sant Martí,2015,10,66,el Parc i la Llacuna del Poblenou,45-49,30
723,Sant Martí,2015,10,67,la Vila Olímpica del Poblenou,45-49,18
724,Sant Martí,2015,10,68,el Poblenou,45-49,61
725,Sant Martí,2015,10,69,Diagonal Mar i el Front Marítim del Poblenou,45-49,38
726,Sant Martí,2015,10,70,el Besòs i el Maresme,45-49,85
727,Sant Martí,2015,10,71,Provençals del Poblenou,45-49,36
728,Sant Martí,2015,10,72,Sant Martí de Provençals,45-49,32
729,Sant Martí,2015,10,73,la Verneda i la Pau,45-49,67
730,Ciutat Vella,2015,1,1,el Raval,50-54,119
731,Ciutat Vella,2015,1,2,el Barri Gòtic,50-54,35
732,Ciutat Vella,2015,1,3,la Barceloneta,50-54,25
733,Ciutat Vella,2015,1,4,"Sant Pere, Santa Caterina i la Ribera",50-54,51
734,Eixample,2015,2,5,el Fort Pienc,50-54,55
735,Eixample,2015,2,6,la Sagrada Família,50-54,74
736,Eixample,2015,2,7,la Dreta de l'Eixample,50-54,68
737,Eixample,2015,2,8,l'Antiga Esquerra de l'Eixample,50-54,67
738,Eixample,2015,2,9,la Nova Esquerra de l'Eixample,50-54,90
739,Eixample,2015,2,10,Sant Antoni,50-54,64
740,Sants-Montjuïc,2015,3,11,el Poble Sec,50-54,88
741,Sants-Montjuïc,2015,3,12,la Marina del Prat Vermell,50-54,0
742,Sants-Montjuïc,2015,3,13,la Marina de Port,50-54,64
743,Sants-Montjuïc,2015,3,14,la Font de la Guatlla,50-54,16
744,Sants-Montjuïc,2015,3,15,Hostafrancs,50-54,32
745,Sants-Montjuïc,2015,3,16,la Bordeta,50-54,22
746,Sants-Montjuïc,2015,3,17,Sants - Badal,50-54,51
747,Sants-Montjuïc,2015,3,18,Sants,50-54,96
748,Les Corts,2015,4,19,les Corts,50-54,60
749,Les Corts,2015,4,20,la Maternitat i Sant Ramon,50-54,42
750,Les Corts,2015,4,21,Pedralbes,50-54,23
751,Sarrià-Sant Gervasi,2015,5,22,"Vallvidrera, el Tibidabo i les Planes",50-54,2
752,Sarrià-Sant Gervasi,2015,5,23,Sarrià,50-54,25
753,Sarrià-Sant Gervasi,2015,5,24,les Tres Torres,50-54,21
754,Sarrià-Sant Gervasi,2015,5,25,Sant Gervasi - la Bonanova,50-54,56
755,Sarrià-Sant Gervasi,2015,5,26,Sant Gervasi - Galvany,50-54,65
756,Sarrià-Sant Gervasi,2015,5,27,el Putxet i el Farró,50-54,52
757,Gràcia,2015,6,28,Vallcarca i els Penitents,50-54,21
758,Gràcia,2015,6,29,el Coll,50-54,6
759,Gràcia,2015,6,30,la Salut,50-54,17
760,Gràcia,2015,6,31,la Vila de Gràcia,50-54,78
761,Gràcia,2015,6,32,el Camp d'en Grassot i Gràcia Nova,50-54,28
762,Horta-Guinardó,2015,7,33,el Baix Guinardó,50-54,29
763,Horta-Guinardó,2015,7,34,Can Baró,50-54,13
764,Horta-Guinardó,2015,7,35,el Guinardó,50-54,63
765,Horta-Guinardó,2015,7,36,la Font d'en Fargues,50-54,10
766,Horta-Guinardó,2015,7,37,el Carmel,50-54,37
767,Horta-Guinardó,2015,7,38,la Teixonera,50-54,13
768,Horta-Guinardó,2015,7,39,Sant Genís dels Agudells,50-54,11
769,Horta-Guinardó,2015,7,40,Montbau,50-54,9
770,Horta-Guinardó,2015,7,41,la Vall d'Hebron,50-54,4
771,Horta-Guinardó,2015,7,42,la Clota,50-54,2
772,Horta-Guinardó,2015,7,43,Horta,50-54,33
773,Nou Barris,2015,8,44,Vilapicina i la Torre Llobeta,50-54,28
774,Nou Barris,2015,8,45,Porta,50-54,36
775,Nou Barris,2015,8,46,el Turó de la Peira,50-54,28
776,Nou Barris,2015,8,47,Can Peguera,50-54,3
777,Nou Barris,2015,8,48,la Guineueta,50-54,15
778,Nou Barris,2015,8,49,Canyelles,50-54,4
779,Nou Barris,2015,8,50,les Roquetes,50-54,29
780,Nou Barris,2015,8,51,Verdun,50-54,21
781,Nou Barris,2015,8,52,la Prosperitat,50-54,31
782,Nou Barris,2015,8,53,la Trinitat Nova,50-54,15
783,Nou Barris,2015,8,54,Torre Baró,50-54,3
784,Nou Barris,2015,8,55,Ciutat Meridiana,50-54,25
785,Nou Barris,2015,8,56,Vallbona,50-54,0
786,Sant Andreu,2015,9,57,la Trinitat Vella,50-54,24
787,Sant Andreu,2015,9,58,Baró de Viver,50-54,3
788,Sant Andreu,2015,9,59,el Bon Pastor,50-54,15
789,Sant Andreu,2015,9,60,Sant Andreu,50-54,56
790,Sant Andreu,2015,9,61,la Sagrera,50-54,36
791,Sant Andreu,2015,9,62,el Congrés i els Indians,50-54,33
792,Sant Andreu,2015,9,63,Navas,50-54,37
793,Sant Martí,2015,10,64,el Camp de l'Arpa del Clot,50-54,64
794,Sant Martí,2015,10,65,el Clot,50-54,41
795,Sant Martí,2015,10,66,el Parc i la Llacuna del Poblenou,50-54,20
796,Sant Martí,2015,10,67,la Vila Olímpica del Poblenou,50-54,16
797,Sant Martí,2015,10,68,el Poblenou,50-54,35
798,Sant Martí,2015,10,69,Diagonal Mar i el Front Marítim del Poblenou,50-54,19
799,Sant Martí,2015,10,70,el Besòs i el Maresme,50-54,54
800,Sant Martí,2015,10,71,Provençals del Poblenou,50-54,34
801,Sant Martí,2015,10,72,Sant Martí de Provençals,50-54,47
802,Sant Martí,2015,10,73,la Verneda i la Pau,50-54,46
803,Ciutat Vella,2015,1,1,el Raval,55-59,79
804,Ciutat Vella,2015,1,2,el Barri Gòtic,55-59,27
805,Ciutat Vella,2015,1,3,la Barceloneta,55-59,10
806,Ciutat Vella,2015,1,4,"Sant Pere, Santa Caterina i la Ribera",55-59,38
807,Eixample,2015,2,5,el Fort Pienc,55-59,40
808,Eixample,2015,2,6,la Sagrada Família,55-59,63
809,Eixample,2015,2,7,la Dreta de l'Eixample,55-59,53
810,Eixample,2015,2,8,l'Antiga Esquerra de l'Eixample,55-59,65
811,Eixample,2015,2,9,la Nova Esquerra de l'Eixample,55-59,63
812,Eixample,2015,2,10,Sant Antoni,55-59,44
813,Sants-Montjuïc,2015,3,11,el Poble Sec,55-59,60
814,Sants-Montjuïc,2015,3,12,la Marina del Prat Vermell,55-59,2
815,Sants-Montjuïc,2015,3,13,la Marina de Port,55-59,28
816,Sants-Montjuïc,2015,3,14,la Font de la Guatlla,55-59,14
817,Sants-Montjuïc,2015,3,15,Hostafrancs,55-59,16
818,Sants-Montjuïc,2015,3,16,la Bordeta,55-59,16
819,Sants-Montjuïc,2015,3,17,Sants - Badal,55-59,37
820,Sants-Montjuïc,2015,3,18,Sants,55-59,64
821,Les Corts,2015,4,19,les Corts,55-59,49
822,Les Corts,2015,4,20,la Maternitat i Sant Ramon,55-59,31
823,Les Corts,2015,4,21,Pedralbes,55-59,12
824,Sarrià-Sant Gervasi,2015,5,22,"Vallvidrera, el Tibidabo i les Planes",55-59,8
