,districtName,year,districtCode,neighborhoodCode,neighborhoodName,5YearAge,count
5184,Ciutat Vella,2018,1,2,el Barri Gòtic,40-44,90
5185,Ciutat Vella,2018,1,3,la Barceloneta,40-44,64
5186,Ciutat Vella,2018,1,4,"Sant Pere, Santa Caterina i la Ribera",40-44,118
5187,Eixample,2018,2,5,el Fort Pienc,40-44,109
5188,Eixample,2018,2,6,la Sagrada Família,40-44,150
5189,Eixample,2018,2,7,la Dreta de l'Eixample,40-44,141
5190,Eixample,2018,2,8,l'Antiga Esquerra de l'Eixample,40-44,141
5191,Eixample,2018,2,9,la Nova Esquerra de l'Eixample,40-44,187
5192,Eixample,2018,2,10,Sant Antoni,40-44,149
5193,Sants-Montjuïc,2018,3,11,el Poble Sec,40-44,200
5194,Sants-Montjuïc,2018,3,12,la Marina del Prat Vermell,40-44,1
5195,Sants-Montjuïc,2018,3,13,la Marina de Port,40-44,82
5196,Sants-Montjuïc,2018,3,14,la Font de la Guatlla,40-44,32
5197,Sants-Montjuïc,2018,3,15,Hostafrancs,40-44,76
5198,Sants-Montjuïc,2018,3,16,la Bordeta,40-44,63
5199,Sants-Montjuïc,2018,3,17,Sants - Badal,40-44,100
5200,Sants-Montjuïc,2018,3,18,Sants,40-44,190
5201,Les Corts,2018,4,19,les Corts,40-44,147
5202,Les Corts,2018,4,20,la Maternitat i Sant Ramon,40-44,99
5203,Les Corts,2018,4,21,Pedralbes,40-44,53
5204,Sarrià-Sant Gervasi,2018,5,22,"Vallvidrera, el Tibidabo i les Planes",40-44,20
5205,Sarrià-Sant Gervasi,2018,5,23,Sarrià,40-44,81
5206,Sarrià-Sant Gervasi,2018,5,24,les Tres Torres,40-44,48
5207,Sarrià-Sant Gervasi,2018,5,25,Sant Gervasi - la Bonanova,40-44,71
5208,Sarrià-Sant Gervasi,2018,5,26,Sant Gervasi - Galvany,40-44,146
5209,Sarrià-Sant Gervasi,2018,5,27,el Putxet i el Farró,40-44,105
5210,Gràcia,2018,6,28,Vallcarca i els Penitents,40-44,59
5211,Gràcia,2018,6,29,el Coll,40-44,26
5212,Gràcia,2018,6,30,la Salut,40-44,30
5213,Gràcia,2018,6,31,la Vila de Gràcia,40-44,171
5214,Gràcia,2018,6,32,el Camp d'en Grassot i Gràcia Nova,40-44,105
5215,Horta-Guinardó,2018,7,33,el Baix Guinardó,40-44,90
5216,Horta-Guinardó,2018,7,34,Can Baró,40-44,37
5217,Horta-Guinardó,2018,7,35,el Guinardó,40-44,120
5218,Horta-Guinardó,2018,7,36,la Font d'en Fargues,40-44,23
5219,Horta-Guinardó,2018,7,37,el Carmel,40-44,108
5220,Horta-Guinardó,2018,7,38,la Teixonera,40-44,46
5221,Horta-Guinardó,2018,7,39,Sant Genís dels Agudells,40-44,20
5222,Horta-Guinardó,2018,7,40,Montbau,40-44,10
5223,Horta-Guinardó,2018,7,41,la Vall d'Hebron,40-44,10
5224,Horta-Guinardó,2018,7,42,la Clota,40-44,1
5225,Horta-Guinardó,2018,7,43,Horta,40-44,98
5226,Nou Barris,2018,8,44,Vilapicina i la Torre Llobeta,40-44,67
5227,Nou Barris,2018,8,45,Porta,40-44,88
5228,Nou Barris,2018,8,46,el Turó de la Peira,40-44,52
5229,Nou Barris,2018,8,47,Can Peguera,40-44,1
5230,Nou Barris,2018,8,48,la Guineueta,40-44,36
5231,Nou Barris,2018,8,49,Canyelles,40-44,15
5232,Nou Barris,2018,8,50,les Roquetes,40-44,51
5233,Nou Barris,2018,8,51,Verdun,40-44,38
5234,Nou Barris,2018,8,52,la Prosperitat,40-44,89
5235,Nou Barris,2018,8,53,la Trinitat Nova,40-44,24
5236,Nou Barris,2018,8,54,Torre Baró,40-44,6
5237,Nou Barris,2018,8,55,Ciutat Meridiana,40-44,37
5238,Nou Barris,2018,8,56,Vallbona,40-44,5
5239,Sant Andreu,2018,9,57,la Trinitat Vella,40-44,49
5240,Sant Andreu,2018,9,58,Baró de Viver,40-44,8
5241,Sant Andreu,2018,9,59,el Bon Pastor,40-44,55
5242,Sant Andreu,2018,9,60,Sant Andreu,40-44,150
5243,Sant Andreu,2018,9,61,la Sagrera,40-44,95
5244,Sant Andreu,2018,9,62,el Congrés i els Indians,40-44,46
5245,Sant Andreu,2018,9,63,Navas,40-44,68
5246,Sant Martí,2018,10,64,el Camp de l'Arpa del Clot,40-44,131
5247,Sant Martí,2018,10,65,el Clot,40-44,78
5248,Sant Martí,2018,10,66,el Parc i la Llacuna del Poblenou,40-44,61
5249,Sant Martí,2018,10,67,la Vila Olímpica del Poblenou,40-44,25
5250,Sant Martí,2018,10,68,el Poblenou,40-44,141
5251,Sant Martí,2018,10,69,Diagonal Mar i el Front Marítim del Poblenou,40-44,66
5252,Sant Martí,2018,10,70,el Besòs i el Maresme,40-44,97
5253,Sant Martí,2018,10,71,Provençals del Poblenou,40-44,60
5254,Sant Martí,2018,10,72,Sant Martí de Provençals,40-44,90
5255,Sant Martí,2018,10,73,la Verneda i la Pau,40-44,94
5256,Ciutat Vella,2018,1,1,el Raval,45-49,152
5257,Ciutat Vella,2018,1,2,el Barri Gòtic,45-49,71
5258,Ciutat Vella,2018,1,3,la Barceloneta,45-49,40
5259,Ciutat Vella,2018,1,4,"Sant Pere, Santa Caterina i la Ribera",45-49,59
5260,Eixample,2018,2,5,el Fort Pienc,45-49,77
5261,Eixample,2018,2,6,la Sagrada Família,45-49,121
5262,Eixample,2018,2,7,la Dreta de l'Eixample,45-49,98
5263,Eixample,2018,2,8,l'Antiga Esquerra de l'Eixample,45-49,102
5264,Eixample,2018,2,9,la Nova Esquerra de l'Eixample,45-49,143
5265,Eixample,2018,2,10,Sant Antoni,45-49,103
5266,Sants-Montjuïc,2018,3,11,el Poble Sec,45-49,105
5267,Sants-Montjuïc,2018,3,12,la Marina del Prat Vermell,45-49,0
5268,Sants-Montjuïc,2018,3,13,la Marina de Port,45-49,84
5269,Sants-Montjuïc,2018,3,14,la Font de la Guatlla,45-49,23
5270,Sants-Montjuïc,2018,3,15,Hostafrancs,45-49,44
5271,Sants-Montjuïc,2018,3,16,la Bordeta,45-49,48
5272,Sants-Montjuïc,2018,3,17,Sants - Badal,45-49,55
5273,Sants-Montjuïc,2018,3,18,Sants,45-49,119
5274,Les Corts,2018,4,19,les Corts,45-49,113
5275,Les Corts,2018,4,20,la Maternitat i Sant Ramon,45-49,58
5276,Les Corts,2018,4,21,Pedralbes,45-49,37
5277,Sarrià-Sant Gervasi,2018,5,22,"Vallvidrera, el Tibidabo i les Planes",45-49,13
5278,Sarrià-Sant Gervasi,2018,5,23,Sarrià,45-49,56
5279,Sarrià-Sant Gervasi,2018,5,24,les Tres Torres,45-49,43
5280,Sarrià-Sant Gervasi,2018,5,25,Sant Gervasi - la Bonanova,45-49,66
5281,Sarrià-Sant Gervasi,2018,5,26,Sant Gervasi - Galvany,45-49,106
5282,Sarrià-Sant Gervasi,2018,5,27,el Putxet i el Farró,45-49,75
5283,Gràcia,2018,6,28,Vallcarca i els Penitents,45-49,35
5284,Gràcia,2018,6,29,el Coll,45-49,16
5285,Gràcia,2018,6,30,la Salut,45-49,11
5286,Gràcia,2018,6,31,la Vila de Gràcia,45-49,113
5287,Gràcia,2018,6,32,el Camp d'en Grassot i Gràcia Nova,45-49,61
5288,Horta-Guinardó,2018,7,33,el Baix Guinardó,45-49,48
5289,Horta-Guinardó,2018,7,34,Can Baró,45-49,26
5290,Horta-Guinardó,2018,7,35,el Guinardó,45-49,82
5291,Horta-Guinardó,2018,7,36,la Font d'en Fargues,45-49,4
5292,Horta-Guinardó,2018,7,37,el Carmel,45-49,53
5293,Horta-Guinardó,2018,7,38,la Teixonera,45-49,29
5294,Horta-Guinardó,2018,7,39,Sant Genís dels Agudells,45-49,19
5295,Horta-Guinardó,2018,7,40,Montbau,45-49,6
5296,Horta-Guinardó,2018,7,41,la Vall d'Hebron,45-49,11
5297,Horta-Guinardó,2018,7,42,la Clota,45-49,0
5298,Horta-Guinardó,2018,7,43,Horta,45-49,56
5299,Nou Barris,2018,8,44,Vilapicina i la Torre Llobeta,45-49,55
5300,Nou Barris,2018,8,45,Porta,45-49,56
5301,Nou Barris,2018,8,46,el Turó de la Peira,45-49,53
5302,Nou Barris,2018,8,47,Can Peguera,45-49,2
5303,Nou Barris,2018,8,48,la Guineueta,45-49,28
5304,Nou Barris,2018,8,49,Canyelles,45-49,11
5305,Nou Barris,2018,8,50,les Roquetes,45-49,37
5306,Nou Barris,2018,8,51,Verdun,45-49,31
5307,Nou Barris,2018,8,52,la Prosperitat,45-49,46
5308,Nou Barris,2018,8,53,la Trinitat Nova,45-49,20
5309,Nou Barris,2018,8,54,Torre Baró,45-49,4
5310,Nou Barris,2018,8,55,Ciutat Meridiana,45-49,39
5311,Nou Barris,2018,8,56,Vallbona,45-49,0
5312,Sant Andreu,2018,9,57,la Trinitat Vella,45-49,41
5313,Sant Andreu,2018,9,58,Baró de Viver,45-49,5
5314,Sant Andreu,2018,9,59,el Bon Pastor,45-49,32
5315,Sant Andreu,2018,9,60,Sant Andreu,45-49,85
5316,Sant Andreu,2018,9,61,la Sagrera,45-49,57
5317,Sant Andreu,2018,9,62,el Congrés i els Indians,45-49,29
5318,Sant Andreu,2018,9,63,Navas,45-49,48
5319,Sant Martí,2018,10,64,el Camp de l'Arpa del Clot,45-49,73
5320,Sant Martí,2018,10,65,el Clot,45-49,58
5321,Sant Martí,2018,10,66,el Parc i la Llacuna del Poblenou,45-49,28
5322,Sant Martí,2018,10,67,la Vila Olímpica del Poblenou,45-49,22
5323,Sant Martí,2018,10,68,el Poblenou,45-49,92
5324,Sant Martí,2018,10,69,Diagonal Mar i el Front Marítim del Poblenou,45-49,50
5325,Sant Martí,2018,10,70,el Besòs i el Maresme,45-49,67
5326,Sant Martí,2018,10,71,Provençals del Poblenou,45-49,43
5327,Sant Martí,2018,10,72,Sant Martí de Provençals,45-49,57
5328,Sant Martí,2018,10,73,la Verneda i la Pau,45-49,59
5329,Ciutat Vella,2018,1,1,el Raval,50-54,113
5330,Ciutat Vella,2018,1,2,el Barri Gòtic,50-54,49
5331,Ciutat Vella,2018,1,3,la Barceloneta,50-54,31
5332,Ciutat Vella,2018,1,4,"Sant Pere, Santa Caterina i la Ribera",50-54,45
5333,Eixample,2018,2,5,el Fort Pienc,50-54,64
5334,Eixample,2018,2,6,la Sagrada Família,50-54,101
5335,Eixample,2018,2,7,la Dreta de l'Eixample,50-54,88
5336,Eixample,2018,2,8,l'Antiga Esquerra de l'Eixample,50-54,78
5337,Eixample,2018,2,9,la Nova Esquerra de l'Eixample,50-54,100
5338,Eixample,2018,2,10,Sant Antoni,50-54,71
5339,Sants-Montjuïc,2018,3,11,el Poble Sec,50-54,99
5340,Sants-Montjuïc,2018,3,12,la Marina del Prat Vermell,50-54,0
5341,Sants-Montjuïc,2018,3,13,la Marina de Port,50-54,50
5342,Sants-Montjuïc,2018,3,14,la Font de la Guatlla,50-54,24
5343,Sants-Montjuïc,2018,3,15,Hostafrancs,50-54,33
5344,Sants-Montjuïc,2018,3,16,la Bordeta,50-54,36
5345,Sants-Montjuïc,2018,3,17,Sants - Badal,50-54,44
5346,Sants-Montjuïc,2018,3,18,Sants,50-54,101
5347,Les Corts,2018,4,19,les Corts,50-54,64
5348,Les Corts,2018,4,20,la Maternitat i Sant Ramon,50-54,42
5349,Les Corts,2018,4,21,Pedralbes,50-54,25
5350,Sarrià-Sant Gervasi,2018,5,22,"Vallvidrera, el Tibidabo i les Planes",50-54,6
5351,Sarrià-Sant Gervasi,2018,5,23,Sarrià,50-54,54
5352,Sarrià-Sant Gervasi,2018,5,24,les Tres Torres,50-54,28
5353,Sarrià-Sant Gervasi,2018,5,25,Sant Gervasi - la Bonanova,50-54,52
5354,Sarrià-Sant Gervasi,2018,5,26,Sant Gervasi - Galvany,50-54,95
5355,Sarrià-Sant Gervasi,2018,5,27,el Putxet i el Farró,50-54,57
5356,Gràcia,2018,6,28,Vallcarca i els Penitents,50-54,21
5357,Gràcia,2018,6,29,el Coll,50-54,13
5358,Gràcia,2018,6,30,la Salut,50-54,13
5359,Gràcia,2018,6,31,la Vila de Gràcia,50-54,91
5360,Gràcia,2018,6,32,el Camp d'en Grassot i Gràcia Nova,50-54,51
5361,Horta-Guinardó,2018,7,33,el Baix Guinardó,50-54,38
5362,Horta-Guinardó,2018,7,34,Can Baró,50-54,16
5363,Horta-Guinardó,2018,7,35,el Guinardó,50-54,58
5364,Horta-Guinardó,2018,7,36,la Font d'en Fargues,50-54,10
5365,Horta-Guinardó,2018,7,37,el Carmel,50-54,62
5366,Horta-Guinardó,2018,7,38,la Teixonera,50-54,17
5367,Horta-Guinardó,2018,7,39,Sant Genís dels Agudells,50-54,17
5368,Horta-Guinardó,2018,7,40,Montbau,50-54,12
5369,Horta-Guinardó,2018,7,41,la Vall d'Hebron,50-54,11
5370,Horta-Guinardó,2018,7,42,la Clota,50-54,0
5371,Horta-Guinardó,2018,7,43,Horta,50-54,43
5372,Nou Barris,2018,8,44,Vilapicina i la Torre Llobeta,50-54,32
5373,Nou Barris,2018,8,45,Porta,50-54,40
5374,Nou Barris,2018,8,46,el Turó de la Peira,50-54,30
5375,Nou Barris,2018,8,47,Can Peguera,50-54,3
5376,Nou Barris,2018,8,48,la Guineueta,50-54,6
5377,Nou Barris,2018,8,49,Canyelles,50-54,8
5378,Nou Barris,2018,8,50,les Roquetes,50-54,24
5379,Nou Barris,2018,8,51,Verdun,50-54,26
5380,Nou Barris,2018,8,52,la Prosperitat,50-54,41
5381,Nou Barris,2018,8,53,la Trinitat Nova,50-54,14
5382,Nou Barris,2018,8,54,Torre Baró,50-54,7
5383,Nou Barris,2018,8,55,Ciutat Meridiana,50-54,17
5384,Nou Barris,2018,8,56,Vallbona,50-54,1
5385,Sant Andreu,2018,9,57,la Trinitat Vella,50-54,23
5386,Sant Andreu,2018,9,58,Baró de Viver,50-54,6
5387,Sant Andreu,2018,9,59,el Bon Pastor,50-54,25
5388,Sant Andreu,2018,9,60,Sant Andreu,50-54,72
5389,Sant Andreu,2018,9,61,la Sagrera,50-54,42
5390,Sant Andreu,2018,9,62,el Congrés i els Indians,50-54,16
5391,Sant Andreu,2018,9,63,Navas,50-54,37
5392,Sant Martí,2018,10,64,el Camp de l'Arpa del Clot,50-54,71
5393,Sant Martí,2018,10,65,el Clot,50-54,46
5394,Sant Martí,2018,10,66,el Parc i la Llacuna del Poblenou,50-54,19
5395,Sant Martí,2018,10,67,la Vila Olímpica del Poblenou,50-54,17
5396,Sant Martí,2018,10,68,el Poblenou,50-54,62
5397,Sant Martí,2018,10,69,Diagonal Mar i el Front Marítim del Poblenou,50-54,21
5398,Sant Martí,2018,10,70,el Besòs i el Maresme,50-54,56
5399,Sant Martí,2018,10,71,Provençals del Poblenou,50-54,35
5400,Sant Martí,2018,10,72,Sant Martí de Provençals,50-54,32
5401,Sant Martí,2018,10,73,la Verneda i la Pau,50-54,32
5402,Ciutat Vella,2018,1,1,el Raval,55-59,76
5403,Ciutat Vella,2018,1,2,el Barri Gòtic,55-59,24
5404,Ciutat Vella,2018,1,3,la Barceloneta,55-59,33
5405,Ciutat Vella,2018,1,4,"Sant Pere, Santa Caterina i la Ribera",55-59,28
5406,Eixample,2018,2,5,el Fort Pienc,55-59,52
5407,Eixample,2018,2,6,la Sagrada Família,55-59,74
5408,Eixample,2018,2,7,la Dreta de l'Eixample,55-59,55
5409,Eixample,2018,2,8,l'Antiga Esquerra de l'Eixample,55-59,81
5410,Eixample,2018,2,9,la Nova Esquerra de l'Eixample,55-59,82
5411,Eixample,2018,2,10,Sant Antoni,55-59,62
5412,Sants-Montjuïc,2018,3,11,el Poble Sec,55-59,62
5413,Sants-Montjuïc,2018,3,12,la Marina del Prat Vermell,55-59,2
5414,Sants-Montjuïc,2018,3,13,la Marina de Port,55-59,38
5415,Sants-Montjuïc,2018,3,14,la Font de la Guatlla,55-59,19
5416,Sants-Montjuïc,2018,3,15,Hostafrancs,55-59,24
5417,Sants-Montjuïc,2018,3,16,la Bordeta,55-59,19
5418,Sants-Montjuïc,2018,3,17,Sants - Badal,55-59,32
5419,Sants-Montjuïc,2018,3,18,Sants,55-59,69
5420,Les Corts,2018,4,19,les Corts,55-59,61
5421,Les Corts,2018,4,20,la Maternitat i Sant Ramon,55-59,37
5422,Les Corts,2018,4,21,Pedralbes,55-59,28
5423,Sarrià-Sant Gervasi,2018,5,22,"Vallvidrera, el Tibidabo i les Planes",55-59,7
5424,Sarrià-Sant Gervasi,2018,5,23,Sarrià,55-59,48
5425,Sarrià-Sant Gervasi,2018,5,24,les Tres Torres,55-59,34
5426,Sarrià-Sant Gervasi,2018,5,25,Sant Gervasi - la Bonanova,55-59,38
5427,Sarrià-Sant Gervasi,2018,5,26,Sant Gervasi - Galvany,55-59,71
5428,Sarrià-Sant Gervasi,2018,5,27,el Putxet i el Farró,55-59,42
5429,Gràcia,2018,6,28,Vallcarca i els Penitents,55-59,19
5430,Gràcia,2018,6,29,el Coll,55-59,8
5431,Gràcia,2018,6,30,la Salut,55-59,21
5432,Gràcia,2018,6,31,la Vila de Gràcia,55-59,70
5433,Gràcia,2018,6,32,el Camp d'en Grassot i Gràcia Nova,55-59,54
5434,Horta-Guinardó,2018,7,33,el Baix Guinardó,55-59,35
5435,Horta-Guinardó,2018,7,34,Can Baró,55-59,12
5436,Horta-Guinardó,2018,7,35,el Guinardó,55-59,55
5437,Horta-Guinardó,2018,7,36,la Font d'en Fargues,55-59,7
5438,Horta-Guinardó,2018,7,37,el Carmel,55-59,51
5439,Horta-Guinardó,2018,7,38,la Teixonera,55-59,12
5440,Horta-Guinardó,2018,7,39,Sant Genís dels Agudells,55-59,7
5441,Horta-Guinardó,2018,7,40,Montbau,55-59,5
5442,Horta-Guinardó,2018,7,41,la Vall d'Hebron,55-59,0
5443,Horta-Guinardó,2018,7,42,la Clota,55-59,0
5444,Horta-Guinardó,2018,7,43,Horta,55-59,39
5445,Nou Barris,2018,8,44,Vilapicina i la Torre Llobeta,55-59,33
5446,Nou Barris,2018,8,45,Porta,55-59,31
5447,Nou Barris,2018,8,46,el Turó de la Peira,55-59,18
5448,Nou Barris,2018,8,47,Can Peguera,55-59,1
5449,Nou Barris,2018,8,48,la Guineueta,55-59,17
5450,Nou Barris,2018,8,49,Canyelles,55-59,5
5451,Nou Barris,2018,8,50,les Roquetes,55-59,20
5452,Nou Barris,2018,8,51,Verdun,55-59,18
5453,Nou Barris,2018,8,52,la Prosperitat,55-59,24
5454,Nou Barris,2018,8,53,la Trinitat Nova,55-59,14
5455,Nou Barris,2018,8,54,Torre Baró,55-59,7
5456,Nou Barris,2018,8,55,Ciutat Meridiana,55-59,18
5457,Nou Barris,2018,8,56,Vallbona,55-59,1
5458,Sant Andreu,2018,9,57,la Trinitat Vella,55-59,18
5459,Sant Andreu,2018,9,58,Baró de Viver,55-59,1
5460,Sant Andreu,2018,9,59,el Bon Pastor,55-59,13
5461,Sant Andreu,2018,9,60,Sant Andreu,55-59,62
5462,Sant Andreu,2018,9,61,la Sagrera,55-59,23
5463,Sant Andreu,2018,9,62,el Congrés i els Indians,55-59,21
5464,Sant Andreu,2018,9,63,Navas,55-59,29
5465,Sant Martí,2018,10,64,el Camp de l'Arpa del Clot,55-59,56
5466,Sant Martí,2018,10,65,el Clot,55-59,35
5467,Sant Martí,2018,10,66,el Parc i la Llacuna del Poblenou,55-59,21
5468,Sant Martí,2018,10,67,la Vila Olímpica del Poblenou,55-59,10
5469,Sant Martí,2018,10,68,el Poblenou,55-59,31
5470,Sant Martí,2018,10,69,Diagonal Mar i el Front Marítim del Poblenou,55-59,19
5471,Sant Martí,2018,10,70,el Besòs i el Maresme,55-59,33
5472,Sant Martí,2018,10,71,Provençals del Poblenou,55-59,23
5473,Sant Martí,2018,10,72,Sant Martí de Provençals,55-59,37
5474,Sant Martí,2018,10,73,la Verneda i la Pau,55-59,32
5475,Ciutat Vella,2018,1,1,el Raval,60-64,61
5476,Ciutat Vella,2018,1,2,el Barri Gòtic,60-64,20
5477,Ciutat Vella,2018,1,3,la Barceloneta,60-64,23
5478,Ciutat Vella,2018,1,4,"Sant Pere, Santa Caterina i la Ribera",60-64,24
5479,Eixample,2018,2,5,el Fort Pienc,60-64,43
5480,Eixample,2018,2,6,la Sagrada Família,60-64,72
5481,Eixample,2018,2,7,la Dreta de l'Eixample,60-64,56
5482,Eixample,2018,2,8,l'Antiga Esquerra de l'Eixample,60-64,48
5483,Eixample,2018,2,9,la Nova Esquerra de l'Eixample,60-64,62
5484,Eixample,2018,2,10,Sant Antoni,60-64,45
5485,Sants-Montjuïc,2018,3,11,el Poble Sec,60-64,45
5486,Sants-Montjuïc,2018,3,12,la Marina del Prat Vermell,60-64,0
5487,Sants-Montjuïc,2018,3,13,la Marina de Port,60-64,41
5488,Sants-Montjuïc,2018,3,14,la Font de la Guatlla,60-64,10
5489,Sants-Montjuïc,2018,3,15,Hostafrancs,60-64,32
5490,Sants-Montjuïc,2018,3,16,la Bordeta,60-64,23
5491,Sants-Montjuïc,2018,3,17,Sants - Badal,60-64,22
5492,Sants-Montjuïc,2018,3,18,Sants,60-64,55
5493,Les Corts,2018,4,19,les Corts,60-64,59
5494,Les Corts,2018,4,20,la Maternitat i Sant Ramon,60-64,34
5495,Les Corts,2018,4,21,Pedralbes,60-64,14
5496,Sarrià-Sant Gervasi,2018,5,22,"Vallvidrera, el Tibidabo i les Planes",60-64,5
5497,Sarrià-Sant Gervasi,2018,5,23,Sarrià,60-64,33
5498,Sarrià-Sant Gervasi,2018,5,24,les Tres Torres,60-64,20
5499,Sarrià-Sant Gervasi,2018,5,25,Sant Gervasi - la Bonanova,60-64,17
5500,Sarrià-Sant Gervasi,2018,5,26,Sant Gervasi - Galvany,60-64,53
5501,Sarrià-Sant Gervasi,2018,5,27,el Putxet i el Farró,60-64,27
5502,Gràcia,2018,6,28,Vallcarca i els Penitents,60-64,15
5503,Gràcia,2018,6,29,el Coll,60-64,10
5504,Gràcia,2018,6,30,la Salut,60-64,14
5505,Gràcia,2018,6,31,la Vila de Gràcia,60-64,64
5506,Gràcia,2018,6,32,el Camp d'en Grassot i Gràcia Nova,60-64,30
5507,Horta-Guinardó,2018,7,33,el Baix Guinardó,60-64,23
5508,Horta-Guinardó,2018,7,34,Can Baró,60-64,7
5509,Horta-Guinardó,2018,7,35,el Guinardó,60-64,42
5510,Horta-Guinardó,2018,7,36,la Font d'en Fargues,60-64,7
5511,Horta-Guinardó,2018,7,37,el Carmel,60-64,29
5512,Horta-Guinardó,2018,7,38,la Teixonera,60-64,11
5513,Horta-Guinardó,2018,7,39,Sant Genís dels Agudells,60-64,7
5514,Horta-Guinardó,2018,7,40,Montbau,60-64,8
5515,Horta-Guinardó,2018,7,41,la Vall d'Hebron,60-64,1
5516,Horta-Guinardó,2018,7,42,la Clota,60-64,0
5517,Horta-Guinardó,2018,7,43,Horta,60-64,30
5518,Nou Barris,2018,8,44,Vilapicina i la Torre Llobeta,60-64,34
5519,Nou Barris,2018,8,45,Porta,60-64,16
5520,Nou Barris,2018,8,46,el Turó de la Peira,60-64,9
5521,Nou Barris,2018,8,47,Can Peguera,60-64,2
5522,Nou Barris,2018,8,48,la Guineueta,60-64,11
5523,Nou Barris,2018,8,49,Canyelles,60-64,8
5524,Nou Barris,2018,8,50,les Roquetes,60-64,17
5525,Nou Barris,2018,8,51,Verdun,60-64,12
5526,Nou Barris,2018,8,52,la Prosperitat,60-64,20
5527,Nou Barris,2018,8,53,la Trinitat Nova,60-64,11
5528,Nou Barris,2018,8,54,Torre Baró,60-64,2
5529,Nou Barris,2018,8,55,Ciutat Meridiana,60-64,12
5530,Nou Barris,2018,8,56,Vallbona,60-64,0
5531,Sant Andreu,2018,9,57,la Trinitat Vella,60-64,14
5532,Sant Andreu,2018,9,58,Baró de Viver,60-64,2
5533,Sant Andreu,2018,9,59,el Bon Pastor,60-64,8
5534,Sant Andreu,2018,9,60,Sant Andreu,60-64,60
5535,Sant Andreu,2018,9,61,la Sagrera,60-64,28
5536,Sant Andreu,2018,9,62,el Congrés i els Indians,60-64,18
5537,Sant Andreu,2018,9,63,Navas,60-64,34
5538,Sant Martí,2018,10,64,el Camp de l'Arpa del Clot,60-64,51
5539,Sant Martí,2018,10,65,el Clot,60-64,30
5540,Sant Martí,2018,10,66,el Parc i la Llacuna del Poblenou,60-64,8
5541,Sant Martí,2018,10,67,la Vila Olímpica del Poblenou,60-64,12
5542,Sant Martí,2018,10,68,el Poblenou,60-64,37
5543,Sant Martí,2018,10,69,Diagonal Mar i el Front Marítim del Poblenou,60-64,13
5544,Sant Martí,2018,10,70,el Besòs i el Maresme,60-64,29
5545,Sant Martí,2018,10,71,Provençals del Poblenou,60-64,19
5546,Sant Martí,2018,10,72,Sant Martí de Provençals,60-64,29
5547,Sant Martí,2018,10,73,la Verneda i la Pau,60-64,23
5548,Ciutat Vella,2018,1,1,el Raval,65-69,29
5549,Ciutat Vella,2018,1,2,el Barri Gòtic,65-69,16
5550,Ciutat Vella,2018,1,3,la Barceloneta,65-69,13
5551,Ciutat Vella,2018,1,4,"Sant Pere, Santa Caterina i la Ribera",65-69,22
5552,Eixample,2018,2,5,el Fort Pienc,65-69,24
5553,Eixample,2018,2,6,la Sagrada Família,65-69,48
5554,Eixample,2018,2,7,la Dreta de l'Eixample,65-69,42
5555,Eixample,2018,2,8,l'Antiga Esquerra de l'Eixample,65-69,47
5556,Eixample,2018,2,9,la Nova Esquerra de l'Eixample,65-69,59
5557,Eixample,2018,2,10,Sant Antoni,65-69,39
5558,Sants-Montjuïc,2018,3,11,el Poble Sec,65-69,30
5559,Sants-Montjuïc,2018,3,12,la Marina del Prat Vermell,65-69,1
5560,Sants-Montjuïc,2018,3,13,la Marina de Port,65-69,27
5561,Sants-Montjuïc,2018,3,14,la Font de la Guatlla,65-69,12
5562,Sants-Montjuïc,2018,3,15,Hostafrancs,65-69,10
5563,Sants-Montjuïc,2018,3,16,la Bordeta,65-69,16
5564,Sants-Montjuïc,2018,3,17,Sants - Badal,65-69,33
5565,Sants-Montjuïc,2018,3,18,Sants,65-69,43
5566,Les Corts,2018,4,19,les Corts,65-69,52
5567,Les Corts,2018,4,20,la Maternitat i Sant Ramon,65-69,34
5568,Les Corts,2018,4,21,Pedralbes,65-69,10
5569,Sarrià-Sant Gervasi,2018,5,22,"Vallvidrera, el Tibidabo i les Planes",65-69,3
5570,Sarrià-Sant Gervasi,2018,5,23,Sarrià,65-69,26
5571,Sarrià-Sant Gervasi,2018,5,24,les Tres Torres,65-69,21
5572,Sarrià-Sant Gervasi,2018,5,25,Sant Gervasi - la Bonanova,65-69,25
5573,Sarrià-Sant Gervasi,2018,5,26,Sant Gervasi - Galvany,65-69,49
5574,Sarrià-Sant Gervasi,2018,5,27,el Putxet i el Farró,65-69,46
5575,Gràcia,2018,6,28,Vallcarca i els Penitents,65-69,17
5576,Gràcia,2018,6,29,el Coll,65-69,5
5577,Gràcia,2018,6,30,la Salut,65-69,17
5578,Gràcia,2018,6,31,la Vila de Gràcia,65-69,38
5579,Gràcia,2018,6,32,el Camp d'en Grassot i Gràcia Nova,65-69,36
5580,Horta-Guinardó,2018,7,33,el Baix Guinardó,65-69,24
5581,Horta-Guinardó,2018,7,34,Can Baró,65-69,4
5582,Horta-Guinardó,2018,7,35,el Guinardó,65-69,42
5583,Horta-Guinardó,2018,7,36,la Font d'en Fargues,65-69,7
5584,Horta-Guinardó,2018,7,37,el Carmel,65-69,33
5585,Horta-Guinardó,2018,7,38,la Teixonera,65-69,7
5586,Horta-Guinardó,2018,7,39,Sant Genís dels Agudells,65-69,6
5587,Horta-Guinardó,2018,7,40,Montbau,65-69,1
